"UKPRN","Institution","Subject","Level","Question number","answered 1","answered 2","answered 3","answered 4","answered 5","N/A","Confidence interval - min","Actual value","Confidence interval - max","Number of Respondents","Sample size","Two years aggregate data?"
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.105) Academic studies in Education","Other undergraduate","Q15",2%,8%,10%,32%,48%,0,65%,80%,89%,50,84,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.105) Academic studies in Education","Other undergraduate","Q16",6%,10%,8%,36%,40%,0,61%,76%,86%,50,84,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.105) Academic studies in Education","Other undergraduate","Q17",2%,10%,8%,29%,51%,1,65%,80%,89%,49,84,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.105) Academic studies in Education","Other undergraduate","Q18",0%,9%,25%,30%,36%,6,50%,66%,79%,44,84,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.105) Academic studies in Education","Other undergraduate","Q19",0%,0%,4%,32%,64%,0,85%,96%,99%,50,84,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.105) Academic studies in Education","Other undergraduate","Q20",0%,0%,8%,38%,54%,0,80%,92%,97%,50,84,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.105) Academic studies in Education","Other undergraduate","Q21",0%,0%,8%,44%,48%,0,80%,92%,97%,50,84,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.105) Academic studies in Education","Other undergraduate","Q22",0%,0%,4%,32%,64%,0,85%,96%,99%,50,84,
10007148,"UNIVERSITY OF HUDDERSFIELD","(L3.48) Building","Other undergraduate","Q1",3%,0%,3%,55%,40%,0,82%,95%,99%,40,48,
10007148,"UNIVERSITY OF HUDDERSFIELD","(L3.48) Building","Other undergraduate","Q2",3%,5%,15%,53%,25%,0,61%,78%,88%,40,48,
10007148,"UNIVERSITY OF HUDDERSFIELD","(L3.48) Building","Other undergraduate","Q3",0%,3%,8%,35%,55%,0,75%,90%,96%,40,48,
10007148,"UNIVERSITY OF HUDDERSFIELD","(L3.48) Building","Other undergraduate","Q4",0%,5%,13%,55%,28%,0,66%,83%,92%,40,48,
10007148,"UNIVERSITY OF HUDDERSFIELD","(L3.48) Building","Other undergraduate","Q5",0%,5%,5%,53%,38%,0,75%,90%,96%,40,48,
10007148,"UNIVERSITY OF HUDDERSFIELD","(L3.48) Building","Other undergraduate","Q6",3%,8%,10%,43%,38%,0,63%,80%,90%,40,48,
10007148,"UNIVERSITY OF HUDDERSFIELD","(L3.48) Building","Other undergraduate","Q7",3%,5%,10%,40%,43%,0,66%,83%,92%,40,48,
10007148,"UNIVERSITY OF HUDDERSFIELD","(L3.48) Building","Other undergraduate","Q8",0%,5%,8%,35%,53%,0,72%,88%,95%,40,48,
10007148,"UNIVERSITY OF HUDDERSFIELD","(L3.48) Building","Other undergraduate","Q9",3%,5%,10%,53%,30%,0,66%,83%,92%,40,48,
10007148,"UNIVERSITY OF HUDDERSFIELD","(L3.48) Building","Other undergraduate","Q10",5%,5%,8%,40%,43%,0,66%,83%,92%,40,48,
10007148,"UNIVERSITY OF HUDDERSFIELD","(L3.48) Building","Other undergraduate","Q11",0%,8%,5%,35%,53%,0,72%,88%,95%,40,48,
10007148,"UNIVERSITY OF HUDDERSFIELD","(L3.48) Building","Other undergraduate","Q12",3%,0%,8%,45%,45%,0,75%,90%,96%,40,48,
10007148,"UNIVERSITY OF HUDDERSFIELD","(L3.48) Building","Other undergraduate","Q13",5%,0%,8%,40%,48%,0,72%,88%,95%,40,48,
10007148,"UNIVERSITY OF HUDDERSFIELD","(L3.48) Building","Other undergraduate","Q14",3%,3%,3%,48%,45%,0,78%,93%,98%,40,48,
10007148,"UNIVERSITY OF HUDDERSFIELD","(L3.48) Building","Other undergraduate","Q15",0%,5%,15%,28%,53%,0,63%,80%,90%,40,48,
10007148,"UNIVERSITY OF HUDDERSFIELD","(L3.48) Building","Other undergraduate","Q16",10%,3%,5%,43%,40%,0,66%,83%,92%,40,48,
10007148,"UNIVERSITY OF HUDDERSFIELD","(L3.48) Building","Other undergraduate","Q17",5%,8%,10%,40%,38%,0,61%,78%,88%,40,48,
10007148,"UNIVERSITY OF HUDDERSFIELD","(L3.48) Building","Other undergraduate","Q18",3%,0%,21%,42%,34%,2,59%,76%,88%,38,48,
10007148,"UNIVERSITY OF HUDDERSFIELD","(L3.48) Building","Other undergraduate","Q19",0%,3%,20%,43%,35%,0,61%,78%,88%,40,48,
10007148,"UNIVERSITY OF HUDDERSFIELD","(L3.48) Building","Other undergraduate","Q20",0%,3%,30%,35%,33%,0,50%,68%,81%,40,48,
10007148,"UNIVERSITY OF HUDDERSFIELD","(L3.48) Building","Other undergraduate","Q21",0%,3%,20%,45%,33%,0,61%,78%,88%,40,48,
10007148,"UNIVERSITY OF HUDDERSFIELD","(L3.48) Building","Other undergraduate","Q22",0%,5%,5%,43%,48%,0,75%,90%,96%,40,48,
10007149,"UNIVERSITY OF HULL","(L3.05) Nursing","First degree","Q1",0%,4%,0%,83%,13%,0,76%,96%,99%,23,43,
10007149,"UNIVERSITY OF HULL","(L3.05) Nursing","First degree","Q2",0%,17%,4%,61%,17%,0,56%,78%,91%,23,43,
10007149,"UNIVERSITY OF HULL","(L3.05) Nursing","First degree","Q3",0%,4%,4%,52%,39%,0,71%,91%,98%,23,43,
10007149,"UNIVERSITY OF HULL","(L3.05) Nursing","First degree","Q4",4%,4%,9%,52%,30%,0,60%,83%,94%,23,43,
10007149,"UNIVERSITY OF HULL","(L3.05) Nursing","First degree","Q5",9%,4%,0%,39%,48%,0,65%,87%,96%,23,43,
10007149,"UNIVERSITY OF HULL","(L3.05) Nursing","First degree","Q6",9%,0%,9%,39%,43%,0,60%,83%,94%,23,43,
10007149,"UNIVERSITY OF HULL","(L3.05) Nursing","First degree","Q7",13%,4%,9%,48%,26%,0,51%,74%,88%,23,43,
10007149,"UNIVERSITY OF HULL","(L3.05) Nursing","First degree","Q8",0%,4%,17%,30%,48%,0,56%,78%,91%,23,43,
10007149,"UNIVERSITY OF HULL","(L3.05) Nursing","First degree","Q9",5%,5%,14%,50%,27%,1,54%,77%,91%,22,43,
10007149,"UNIVERSITY OF HULL","(L3.05) Nursing","First degree","Q10",4%,13%,17%,43%,22%,0,43%,65%,82%,23,43,
10007149,"UNIVERSITY OF HULL","(L3.05) Nursing","First degree","Q11",4%,17%,4%,35%,39%,0,51%,74%,88%,23,43,
10007149,"UNIVERSITY OF HULL","(L3.05) Nursing","First degree","Q12",13%,4%,13%,39%,30%,0,47%,70%,85%,23,43,
10007149,"UNIVERSITY OF HULL","(L3.05) Nursing","First degree","Q13",14%,9%,5%,50%,23%,1,50%,73%,88%,22,43,
10007149,"UNIVERSITY OF HULL","(L3.05) Nursing","First degree","Q14",13%,4%,4%,70%,9%,0,56%,78%,91%,23,43,
10007149,"UNIVERSITY OF HULL","(L3.05) Nursing","First degree","Q15",13%,13%,13%,35%,26%,0,39%,61%,79%,23,43,
10007149,"UNIVERSITY OF HULL","(L3.05) Nursing","First degree","Q16",0%,4%,9%,35%,52%,0,65%,87%,96%,23,43,
10007149,"UNIVERSITY OF HULL","(L3.05) Nursing","First degree","Q17",0%,0%,9%,32%,59%,1,70%,91%,98%,22,43,
10007149,"UNIVERSITY OF HULL","(L3.05) Nursing","First degree","Q18",11%,0%,28%,33%,28%,5,36%,61%,81%,18,43,
10007149,"UNIVERSITY OF HULL","(L3.05) Nursing","First degree","Q19",0%,4%,9%,52%,35%,0,65%,87%,96%,23,43,
10007149,"UNIVERSITY OF HULL","(L3.05) Nursing","First degree","Q20",0%,4%,26%,39%,30%,0,47%,70%,85%,23,43,
10007149,"UNIVERSITY OF HULL","(L3.05) Nursing","First degree","Q21",5%,5%,10%,48%,33%,2,58%,81%,93%,21,43,
10007149,"UNIVERSITY OF HULL","(L3.05) Nursing","First degree","Q22",4%,13%,0%,48%,35%,0,60%,83%,94%,23,43,
10007149,"UNIVERSITY OF HULL","(L3.61) Business studies","First degree","Q1",3%,3%,17%,60%,17%,0,57%,77%,89%,30,59,"Y"
10007149,"UNIVERSITY OF HULL","(L3.61) Business studies","First degree","Q2",0%,7%,17%,60%,17%,0,57%,77%,89%,30,59,"Y"
10007149,"UNIVERSITY OF HULL","(L3.61) Business studies","First degree","Q3",0%,10%,13%,53%,23%,0,57%,77%,89%,30,59,"Y"
10007149,"UNIVERSITY OF HULL","(L3.61) Business studies","First degree","Q4",0%,0%,3%,70%,27%,0,81%,97%,99%,30,59,"Y"
10007149,"UNIVERSITY OF HULL","(L3.61) Business studies","First degree","Q5",3%,3%,7%,50%,37%,0,68%,87%,95%,30,59,"Y"
10007149,"UNIVERSITY OF HULL","(L3.61) Business studies","First degree","Q6",3%,3%,17%,30%,47%,0,57%,77%,89%,30,59,"Y"
10007149,"UNIVERSITY OF HULL","(L3.61) Business studies","First degree","Q7",3%,10%,13%,50%,23%,0,54%,73%,87%,30,59,"Y"
10007149,"UNIVERSITY OF HULL","(L3.61) Business studies","First degree","Q8",3%,7%,10%,47%,33%,0,61%,80%,91%,30,59,"Y"
10007149,"UNIVERSITY OF HULL","(L3.61) Business studies","First degree","Q9",7%,14%,17%,45%,17%,1,42%,62%,79%,29,59,"Y"
10007149,"UNIVERSITY OF HULL","(L3.61) Business studies","First degree","Q10",3%,7%,20%,47%,23%,0,50%,70%,84%,30,59,"Y"
10007149,"UNIVERSITY OF HULL","(L3.61) Business studies","First degree","Q11",3%,10%,20%,37%,30%,0,47%,67%,82%,30,59,"Y"
10007149,"UNIVERSITY OF HULL","(L3.61) Business studies","First degree","Q12",4%,11%,19%,44%,22%,3,46%,67%,83%,27,59,"Y"
10007149,"UNIVERSITY OF HULL","(L3.61) Business studies","First degree","Q13",0%,7%,3%,50%,40%,0,72%,90%,97%,30,59,"Y"
10007149,"UNIVERSITY OF HULL","(L3.61) Business studies","First degree","Q14",0%,10%,20%,37%,33%,0,50%,70%,84%,30,59,"Y"
10007149,"UNIVERSITY OF HULL","(L3.61) Business studies","First degree","Q15",0%,3%,20%,53%,23%,0,57%,77%,89%,30,59,"Y"
10007149,"UNIVERSITY OF HULL","(L3.61) Business studies","First degree","Q16",7%,0%,7%,50%,37%,0,68%,87%,95%,30,59,"Y"
10007149,"UNIVERSITY OF HULL","(L3.61) Business studies","First degree","Q17",3%,7%,7%,30%,53%,0,64%,83%,93%,30,59,"Y"
10007149,"UNIVERSITY OF HULL","(L3.61) Business studies","First degree","Q18",8%,4%,40%,24%,24%,5,28%,48%,68%,25,59,"Y"
10007149,"UNIVERSITY OF HULL","(L3.61) Business studies","First degree","Q19",0%,7%,23%,43%,27%,0,50%,70%,84%,30,59,"Y"
10007149,"UNIVERSITY OF HULL","(L3.61) Business studies","First degree","Q20",0%,7%,13%,43%,37%,0,61%,80%,91%,30,59,"Y"
10007149,"UNIVERSITY OF HULL","(L3.61) Business studies","First degree","Q21",0%,7%,10%,43%,40%,0,64%,83%,93%,30,59,"Y"
10007149,"UNIVERSITY OF HULL","(L3.61) Business studies","First degree","Q22",3%,0%,0%,57%,40%,0,81%,97%,99%,30,59,"Y"
10007149,"UNIVERSITY OF HULL","(L3.105) Academic studies in Education","Other undergraduate","Q1",0%,7%,9%,73%,11%,0,69%,84%,93%,44,70,"Y"
10007149,"UNIVERSITY OF HULL","(L3.105) Academic studies in Education","Other undergraduate","Q2",0%,2%,16%,73%,9%,0,66%,82%,91%,44,70,"Y"
10007149,"UNIVERSITY OF HULL","(L3.105) Academic studies in Education","Other undergraduate","Q3",0%,2%,7%,64%,27%,0,77%,91%,97%,44,70,"Y"
10007149,"UNIVERSITY OF HULL","(L3.105) Academic studies in Education","Other undergraduate","Q4",0%,2%,11%,64%,23%,0,72%,86%,94%,44,70,"Y"
10007149,"UNIVERSITY OF HULL","(L3.105) Academic studies in Education","Other undergraduate","Q5",5%,16%,5%,52%,23%,0,59%,75%,86%,44,70,"Y"
10007149,"UNIVERSITY OF HULL","(L3.105) Academic studies in Education","Other undergraduate","Q6",7%,2%,14%,61%,16%,0,61%,77%,88%,44,70,"Y"
10007149,"UNIVERSITY OF HULL","(L3.105) Academic studies in Education","Other undergraduate","Q7",9%,16%,14%,50%,11%,0,45%,61%,75%,44,70,"Y"
10007149,"UNIVERSITY OF HULL","(L3.105) Academic studies in Education","Other undergraduate","Q8",5%,2%,14%,50%,30%,0,64%,80%,90%,44,70,"Y"
10007149,"UNIVERSITY OF HULL","(L3.105) Academic studies in Education","Other undergraduate","Q9",2%,14%,18%,50%,16%,0,50%,66%,79%,44,70,"Y"
10007149,"UNIVERSITY OF HULL","(L3.105) Academic studies in Education","Other undergraduate","Q10",9%,2%,14%,61%,14%,0,59%,75%,86%,44,70,"Y"
10007149,"UNIVERSITY OF HULL","(L3.105) Academic studies in Education","Other undergraduate","Q11",7%,7%,7%,55%,25%,0,64%,80%,90%,44,70,"Y"
10007149,"UNIVERSITY OF HULL","(L3.105) Academic studies in Education","Other undergraduate","Q12",7%,10%,24%,50%,10%,2,43%,60%,74%,42,70,"Y"
10007149,"UNIVERSITY OF HULL","(L3.105) Academic studies in Education","Other undergraduate","Q13",2%,2%,12%,53%,30%,1,68%,84%,92%,43,70,"Y"
10007149,"UNIVERSITY OF HULL","(L3.105) Academic studies in Education","Other undergraduate","Q14",0%,5%,9%,63%,23%,1,71%,86%,94%,43,70,"Y"
10007149,"UNIVERSITY OF HULL","(L3.105) Academic studies in Education","Other undergraduate","Q15",5%,0%,14%,52%,30%,0,66%,82%,91%,44,70,"Y"
10007149,"UNIVERSITY OF HULL","(L3.105) Academic studies in Education","Other undergraduate","Q16",0%,5%,9%,41%,45%,0,72%,86%,94%,44,70,"Y"
10007149,"UNIVERSITY OF HULL","(L3.105) Academic studies in Education","Other undergraduate","Q17",0%,0%,12%,66%,22%,3,73%,88%,95%,41,70,"Y"
10007149,"UNIVERSITY OF HULL","(L3.105) Academic studies in Education","Other undergraduate","Q18",0%,6%,24%,55%,15%,11,51%,70%,84%,33,70,"Y"
10007149,"UNIVERSITY OF HULL","(L3.105) Academic studies in Education","Other undergraduate","Q19",0%,0%,9%,55%,36%,0,77%,91%,97%,44,70,"Y"
10007149,"UNIVERSITY OF HULL","(L3.105) Academic studies in Education","Other undergraduate","Q20",0%,0%,5%,48%,48%,0,83%,95%,99%,44,70,"Y"
10007149,"UNIVERSITY OF HULL","(L3.105) Academic studies in Education","Other undergraduate","Q21",2%,0%,16%,52%,30%,0,66%,82%,91%,44,70,"Y"
10007149,"UNIVERSITY OF HULL","(L3.105) Academic studies in Education","Other undergraduate","Q22",2%,5%,9%,55%,30%,0,69%,84%,93%,44,70,"Y"
10007149,"UNIVERSITY OF HULL","(L3.107) Combined","Other undergraduate","Q1",0%,0%,3%,38%,59%,1,82%,97%,100%,32,59,
10007149,"UNIVERSITY OF HULL","(L3.107) Combined","Other undergraduate","Q2",0%,0%,3%,38%,59%,1,82%,97%,100%,32,59,
10007149,"UNIVERSITY OF HULL","(L3.107) Combined","Other undergraduate","Q3",0%,0%,0%,38%,63%,1,87%,100%,100%,32,59,
10007149,"UNIVERSITY OF HULL","(L3.107) Combined","Other undergraduate","Q4",0%,0%,3%,45%,52%,0,83%,97%,100%,33,59,
10007149,"UNIVERSITY OF HULL","(L3.107) Combined","Other undergraduate","Q5",3%,9%,16%,34%,38%,1,53%,72%,85%,32,59,
10007149,"UNIVERSITY OF HULL","(L3.107) Combined","Other undergraduate","Q6",0%,6%,9%,42%,42%,0,67%,85%,94%,33,59,
10007149,"UNIVERSITY OF HULL","(L3.107) Combined","Other undergraduate","Q7",3%,0%,18%,30%,48%,0,60%,79%,90%,33,59,
10007149,"UNIVERSITY OF HULL","(L3.107) Combined","Other undergraduate","Q8",0%,0%,12%,39%,48%,0,71%,88%,96%,33,59,
10007149,"UNIVERSITY OF HULL","(L3.107) Combined","Other undergraduate","Q9",0%,9%,15%,36%,39%,0,57%,76%,88%,33,59,
10007149,"UNIVERSITY OF HULL","(L3.107) Combined","Other undergraduate","Q10",3%,9%,12%,36%,39%,0,57%,76%,88%,33,59,
10007149,"UNIVERSITY OF HULL","(L3.107) Combined","Other undergraduate","Q11",3%,3%,23%,32%,39%,2,51%,71%,85%,31,59,
10007149,"UNIVERSITY OF HULL","(L3.107) Combined","Other undergraduate","Q12",4%,7%,22%,19%,48%,6,46%,67%,83%,27,59,
10007149,"UNIVERSITY OF HULL","(L3.107) Combined","Other undergraduate","Q13",0%,3%,10%,52%,34%,4,67%,86%,95%,29,59,
10007149,"UNIVERSITY OF HULL","(L3.107) Combined","Other undergraduate","Q14",3%,0%,13%,43%,40%,3,64%,83%,93%,30,59,
10007149,"UNIVERSITY OF HULL","(L3.107) Combined","Other undergraduate","Q15",0%,3%,3%,41%,53%,1,78%,94%,98%,32,59,
10007149,"UNIVERSITY OF HULL","(L3.107) Combined","Other undergraduate","Q16",0%,8%,20%,40%,32%,8,50%,72%,87%,25,59,
10007149,"UNIVERSITY OF HULL","(L3.107) Combined","Other undergraduate","Q17",5%,11%,16%,37%,32%,14,44%,68%,86%,19,59,
10007149,"UNIVERSITY OF HULL","(L3.107) Combined","Other undergraduate","Q18",0%,19%,13%,25%,44%,17,42%,69%,87%,16,59,
10007149,"UNIVERSITY OF HULL","(L3.107) Combined","Other undergraduate","Q19",0%,0%,15%,44%,41%,6,65%,85%,95%,27,59,
10007149,"UNIVERSITY OF HULL","(L3.107) Combined","Other undergraduate","Q20",0%,4%,11%,48%,37%,6,65%,85%,95%,27,59,
10007149,"UNIVERSITY OF HULL","(L3.107) Combined","Other undergraduate","Q21",0%,0%,23%,31%,46%,7,56%,77%,90%,26,59,
10007149,"UNIVERSITY OF HULL","(L3.107) Combined","Other undergraduate","Q22",0%,6%,3%,39%,52%,0,74%,91%,97%,33,59,
10007150,"UNIVERSITY OF KENT","(L3.60) Law","First degree","Q1",2%,4%,9%,71%,13%,0,62%,84%,95%,23,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.60) Law","First degree","Q2",0%,0%,7%,76%,18%,0,73%,93%,99%,23,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.60) Law","First degree","Q3",0%,7%,0%,58%,36%,0,73%,93%,99%,23,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.60) Law","First degree","Q4",0%,0%,7%,40%,53%,0,73%,93%,99%,23,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.60) Law","First degree","Q5",9%,9%,13%,33%,36%,0,46%,69%,85%,23,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.60) Law","First degree","Q6",4%,11%,9%,44%,31%,0,53%,76%,90%,23,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.60) Law","First degree","Q7",2%,9%,9%,47%,33%,1,56%,79%,92%,22,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.60) Law","First degree","Q8",0%,7%,5%,51%,37%,1,66%,88%,97%,22,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.60) Law","First degree","Q9",2%,5%,14%,56%,23%,1,56%,79%,92%,22,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.60) Law","First degree","Q10",2%,4%,13%,49%,31%,0,57%,80%,92%,23,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.60) Law","First degree","Q11",0%,4%,4%,56%,36%,0,70%,91%,98%,23,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.60) Law","First degree","Q12",9%,7%,22%,31%,31%,0,40%,62%,80%,23,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.60) Law","First degree","Q13",7%,13%,9%,36%,36%,0,48%,71%,87%,23,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.60) Law","First degree","Q14",7%,9%,9%,42%,33%,1,51%,74%,89%,22,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.60) Law","First degree","Q15",4%,11%,13%,49%,22%,0,48%,71%,87%,23,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.60) Law","First degree","Q16",0%,0%,18%,33%,49%,0,60%,82%,94%,23,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.60) Law","First degree","Q17",0%,0%,4%,31%,64%,0,76%,96%,99%,23,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.60) Law","First degree","Q18",0%,0%,38%,19%,44%,7,36%,63%,83%,16,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.60) Law","First degree","Q19",2%,0%,28%,42%,28%,1,46%,70%,86%,22,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.60) Law","First degree","Q20",0%,7%,27%,27%,40%,0,44%,67%,84%,23,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.60) Law","First degree","Q21",0%,0%,27%,36%,36%,1,50%,73%,88%,22,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.60) Law","First degree","Q22",2%,4%,4%,53%,36%,0,67%,89%,97%,23,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.75) English studies","First degree","Q1",0%,0%,8%,53%,39%,0,73%,92%,98%,26,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.75) English studies","First degree","Q2",0%,0%,4%,61%,35%,0,79%,96%,99%,26,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.75) English studies","First degree","Q3",0%,4%,8%,43%,45%,0,68%,88%,96%,26,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.75) English studies","First degree","Q4",0%,0%,8%,27%,65%,0,73%,92%,98%,26,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.75) English studies","First degree","Q5",0%,8%,12%,31%,49%,0,59%,81%,92%,26,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.75) English studies","First degree","Q6",0%,0%,8%,65%,27%,0,73%,92%,98%,26,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.75) English studies","First degree","Q7",0%,0%,12%,53%,35%,0,68%,88%,96%,26,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.75) English studies","First degree","Q8",0%,4%,4%,34%,58%,0,73%,92%,98%,26,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.75) English studies","First degree","Q9",0%,4%,19%,42%,35%,0,55%,77%,90%,26,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.75) English studies","First degree","Q10",4%,8%,12%,45%,31%,0,55%,77%,90%,26,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.75) English studies","First degree","Q11",4%,4%,12%,22%,58%,0,59%,81%,92%,26,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.75) English studies","First degree","Q12",9%,4%,9%,44%,34%,3,55%,78%,91%,23,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.75) English studies","First degree","Q13",0%,4%,12%,45%,39%,1,63%,84%,94%,25,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.75) English studies","First degree","Q14",0%,16%,8%,45%,31%,1,54%,76%,89%,25,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.75) English studies","First degree","Q15",4%,8%,16%,47%,24%,1,50%,72%,87%,25,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.75) English studies","First degree","Q16",13%,38%,13%,31%,4%,3,18%,35%,58%,23,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.75) English studies","First degree","Q17",5%,15%,39%,27%,15%,5,22%,42%,65%,21,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.75) English studies","First degree","Q18",14%,0%,32%,34%,20%,11,29%,55%,78%,15,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.75) English studies","First degree","Q19",0%,4%,19%,26%,51%,0,55%,77%,90%,26,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.75) English studies","First degree","Q20",0%,4%,19%,26%,51%,0,55%,77%,90%,26,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.75) English studies","First degree","Q21",0%,4%,19%,34%,43%,0,55%,77%,90%,26,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.75) English studies","First degree","Q22",0%,4%,4%,34%,58%,0,73%,92%,98%,26,33,"Y"
10007150,"UNIVERSITY OF KENT","(L3.94) Theology and Religious studies","Other undergraduate","Q1",0%,0%,3%,55%,42%,0,82%,97%,100%,31,48,"Y"
10007150,"UNIVERSITY OF KENT","(L3.94) Theology and Religious studies","Other undergraduate","Q2",0%,0%,0%,52%,48%,0,87%,100%,100%,31,48,"Y"
10007150,"UNIVERSITY OF KENT","(L3.94) Theology and Religious studies","Other undergraduate","Q3",0%,0%,0%,26%,74%,0,87%,100%,100%,31,48,"Y"
10007150,"UNIVERSITY OF KENT","(L3.94) Theology and Religious studies","Other undergraduate","Q4",0%,0%,0%,19%,81%,0,87%,100%,100%,31,48,"Y"
10007150,"UNIVERSITY OF KENT","(L3.94) Theology and Religious studies","Other undergraduate","Q5",0%,0%,6%,48%,45%,0,77%,94%,98%,31,48,"Y"
10007150,"UNIVERSITY OF KENT","(L3.94) Theology and Religious studies","Other undergraduate","Q6",0%,0%,0%,52%,48%,0,87%,100%,100%,31,48,"Y"
10007150,"UNIVERSITY OF KENT","(L3.94) Theology and Religious studies","Other undergraduate","Q7",0%,6%,32%,35%,26%,0,42%,61%,78%,31,48,"Y"
10007150,"UNIVERSITY OF KENT","(L3.94) Theology and Religious studies","Other undergraduate","Q8",0%,0%,3%,45%,52%,0,82%,97%,100%,31,48,"Y"
10007150,"UNIVERSITY OF KENT","(L3.94) Theology and Religious studies","Other undergraduate","Q9",0%,0%,19%,48%,32%,0,62%,81%,92%,31,48,"Y"
10007150,"UNIVERSITY OF KENT","(L3.94) Theology and Religious studies","Other undergraduate","Q10",0%,0%,10%,48%,42%,0,73%,90%,97%,31,48,"Y"
10007150,"UNIVERSITY OF KENT","(L3.94) Theology and Religious studies","Other undergraduate","Q11",3%,0%,3%,35%,58%,0,77%,94%,98%,31,48,"Y"
10007150,"UNIVERSITY OF KENT","(L3.94) Theology and Religious studies","Other undergraduate","Q12",0%,0%,13%,39%,48%,8,65%,87%,96%,23,48,"Y"
10007150,"UNIVERSITY OF KENT","(L3.94) Theology and Religious studies","Other undergraduate","Q13",0%,3%,7%,50%,40%,1,72%,90%,97%,30,48,"Y"
10007150,"UNIVERSITY OF KENT","(L3.94) Theology and Religious studies","Other undergraduate","Q14",0%,0%,10%,48%,41%,2,71%,90%,97%,29,48,"Y"
10007150,"UNIVERSITY OF KENT","(L3.94) Theology and Religious studies","Other undergraduate","Q15",0%,0%,0%,52%,48%,0,87%,100%,100%,31,48,"Y"
10007150,"UNIVERSITY OF KENT","(L3.94) Theology and Religious studies","Other undergraduate","Q16",0%,13%,39%,32%,16%,0,30%,48%,67%,31,48,"Y"
10007150,"UNIVERSITY OF KENT","(L3.94) Theology and Religious studies","Other undergraduate","Q17",5%,11%,21%,47%,16%,12,39%,63%,82%,19,48,"Y"
10007150,"UNIVERSITY OF KENT","(L3.94) Theology and Religious studies","Other undergraduate","Q18",0%,8%,25%,50%,17%,19,37%,67%,87%,12,48,"Y"
10007150,"UNIVERSITY OF KENT","(L3.94) Theology and Religious studies","Other undergraduate","Q19",0%,0%,10%,52%,39%,0,73%,90%,97%,31,48,"Y"
10007150,"UNIVERSITY OF KENT","(L3.94) Theology and Religious studies","Other undergraduate","Q20",0%,3%,3%,52%,42%,0,77%,94%,98%,31,48,"Y"
10007150,"UNIVERSITY OF KENT","(L3.94) Theology and Religious studies","Other undergraduate","Q21",0%,3%,13%,42%,42%,0,65%,84%,93%,31,48,"Y"
10007150,"UNIVERSITY OF KENT","(L3.94) Theology and Religious studies","Other undergraduate","Q22",0%,0%,0%,35%,65%,0,87%,100%,100%,31,48,"Y"
