"UKPRN","Institution","Subject","Level","Mode ","First class honours","Upper second class honours","Lower / undivided second class honours","Other honours / pass","Ordinary degree","Not subject to classification","Two years aggregate data?"
10007156,"UNIVERSITY OF SALFORD","(L3.96) Design studies","First degree","Full-time",20%,36%,37%,7%,0%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.97) Music","First degree","Full-time",18%,57%,20%,5%,0%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.98) Drama","First degree","Full-time",14%,67%,19%,0%,0%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.101) Imaginative Writing","First degree","Full-time",20%,55%,25%,0%,0%,0%,"Y"
10007157,"UNIVERSITY OF SHEFFIELD","(L3.01) Medicine","First degree","Full-time",14%,6%,0%,0%,0%,80%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.02) Dentistry","First degree","Full-time",0%,0%,0%,0%,0%,100%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.03) Anatomy, Physiology and Pathology","First degree","Full-time",25%,55%,25%,0%,0%,0%,"Y"
10007157,"UNIVERSITY OF SHEFFIELD","(L3.05) Nursing","First degree","Part-time",9%,40%,38%,6%,7%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.08) Ophthalmics","First degree","Full-time",5%,60%,35%,0%,0%,0%,"Y"
10007157,"UNIVERSITY OF SHEFFIELD","(L3.09) Aural and Oral Sciences","First degree","Full-time",15%,70%,10%,0%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.10) Medical Technology","First degree","Full-time",25%,45%,25%,5%,0%,0%,"Y"
10007157,"UNIVERSITY OF SHEFFIELD","(L3.11) Others in Subjects allied to Medicine","First degree","Full-time",16%,45%,33%,6%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.12) Biology","First degree","Full-time",24%,67%,8%,0%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.13) Zoology","First degree","Full-time",15%,80%,5%,0%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.14) Genetics","First degree","Full-time",20%,50%,25%,0%,0%,0%,"Y"
10007157,"UNIVERSITY OF SHEFFIELD","(L3.15) Microbiology","First degree","Full-time",5%,55%,30%,5%,0%,0%,"Y"
10007157,"UNIVERSITY OF SHEFFIELD","(L3.16) Molecular Biology, Biophysics and Biochemistry","First degree","Full-time",25%,55%,20%,0%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.19) Psychology","First degree","Full-time",15%,64%,19%,1%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.25) Chemistry","First degree","Full-time",28%,38%,26%,8%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.26) Physics and Astronomy","First degree","Full-time",30%,49%,14%,7%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.27) Forensic and Archaeological Science","First degree","Full-time",30%,60%,10%,0%,0%,0%,"Y"
10007157,"UNIVERSITY OF SHEFFIELD","(L3.31) Physical Geography and Environmental Science","First degree","Full-time",18%,49%,26%,7%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.32) Mathematics and Statistics","First degree","Full-time",32%,37%,21%,10%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.35) Computer Science","First degree","Full-time",25%,50%,15%,10%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.37) Mechanical, Production and Manufacturing Engineering","First degree","Full-time",34%,45%,17%,4%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.38) Aerospace Engineering","First degree","Full-time",29%,43%,20%,8%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.40) Electronic and Electrical Engineering","First degree","Full-time",34%,29%,28%,8%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.41) Civil Engineering","First degree","Full-time",29%,54%,14%,3%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.42) Chemical, Process and Energy Engineering","First degree","Full-time",24%,22%,34%,20%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.44) Materials and Minerals Technology","First degree","Full-time",30%,40%,15%,15%,0%,0%,"Y"
10007157,"UNIVERSITY OF SHEFFIELD","(L3.47) Architecture","First degree","Full-time",12%,69%,19%,0%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.49) Landscape Design","First degree","Full-time",5%,35%,10%,50%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.50) Planning (Urban, Rural and Regional)","First degree","Full-time",3%,29%,28%,40%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.52) Economics","First degree","Full-time",5%,44%,46%,4%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.53) Politics","First degree","Full-time",19%,74%,6%,1%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.54) Sociology","First degree","Full-time",14%,64%,21%,2%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.55) Social Policy","First degree","Full-time",5%,65%,30%,0%,0%,0%,"Y"
10007157,"UNIVERSITY OF SHEFFIELD","(L3.58) Social Work","First degree","Full-time",30%,45%,25%,5%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.59) Human and Social Geography","First degree","Full-time",10%,56%,31%,3%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.60) Law","First degree","Full-time",3%,55%,37%,5%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.61) Business studies","First degree","Full-time",5%,51%,40%,3%,0%,0%,"Y"
10007157,"UNIVERSITY OF SHEFFIELD","(L3.63) Management studies","First degree","Full-time",5%,79%,13%,3%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.66) Accounting","First degree","Full-time",12%,51%,30%,7%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.70) Information Services","First degree","Full-time",10%,65%,25%,0%,0%,0%,"Y"
10007157,"UNIVERSITY OF SHEFFIELD","(L3.73) Journalism","First degree","Full-time",25%,70%,5%,0%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.75) English studies","First degree","Full-time",14%,77%,9%,0%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.76) American and Australasian studies","First degree","Full-time",15%,75%,10%,0%,0%,0%,"Y"
10007157,"UNIVERSITY OF SHEFFIELD","(L3.79) French studies","First degree","Full-time",8%,59%,31%,2%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.80) German and Scandinavian studies","First degree","Full-time",10%,65%,25%,0%,0%,0%,"Y"
10007157,"UNIVERSITY OF SHEFFIELD","(L3.82) Iberian studies","First degree","Full-time",9%,77%,11%,0%,0%,4%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.83) Others in European Languages and Area studies","First degree","Full-time",30%,55%,15%,0%,0%,0%,"Y"
10007157,"UNIVERSITY OF SHEFFIELD","(L3.84) Linguistics","First degree","Full-time",15%,75%,10%,0%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.87) Asian studies","First degree","Full-time",5%,70%,25%,0%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.89) Others in Eastern, Asian and African Languages and Area studies","First degree","Full-time",15%,60%,25%,0%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.90) History","First degree","Full-time",12%,78%,10%,0%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.91) Archaeology","First degree","Full-time",30%,50%,15%,0%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.93) Philosophy","First degree","Full-time",22%,67%,11%,0%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.94) Theology and Religious studies","First degree","Full-time",20%,65%,15%,5%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD","(L3.97) Music","First degree","Full-time",20%,60%,20%,0%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.01) Medicine","First degree","Full-time",24%,10%,1%,1%,0%,64%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.03) Anatomy, Physiology and Pathology","First degree","Full-time",27%,63%,8%,2%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.04) Pharmacology, Toxicology and Pharmacy","First degree","Full-time",10%,55%,30%,0%,0%,0%,"Y"
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.05) Nursing","First degree","Full-time",23%,61%,15%,2%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.05) Nursing","First degree","Part-time",9%,38%,34%,18%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.06) Complementary Medicine","First degree","Full-time",35%,40%,25%,0%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.09) Aural and Oral Sciences","First degree","Full-time",40%,50%,5%,0%,0%,0%,"Y"
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.11) Others in Subjects allied to Medicine","First degree","Full-time",20%,64%,14%,2%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.11) Others in Subjects allied to Medicine","First degree","Part-time",20%,55%,10%,15%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.12) Biology","First degree","Full-time",15%,60%,20%,5%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.13) Zoology","First degree","Full-time",10%,60%,35%,0%,0%,0%,"Y"
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.16) Molecular Biology, Biophysics and Biochemistry","First degree","Full-time",10%,50%,40%,0%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.17) Others in Biological Sciences","First degree","Full-time",8%,57%,29%,3%,0%,2%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.18) Sports Science","First degree","Full-time",3%,36%,52%,9%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.19) Psychology","First degree","Full-time",15%,78%,6%,1%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.25) Chemistry","First degree","Full-time",31%,53%,16%,0%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.26) Physics and Astronomy","First degree","Full-time",43%,26%,28%,4%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.28) Geology","First degree","Full-time",11%,51%,36%,2%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.29) Ocean Sciences","First degree","Full-time",17%,65%,12%,6%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.31) Physical Geography and Environmental Science","First degree","Full-time",13%,67%,19%,1%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.32) Mathematics and Statistics","First degree","Full-time",23%,38%,33%,5%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.35) Computer Science","First degree","Full-time",24%,49%,18%,9%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.37) Mechanical, Production and Manufacturing Engineering","First degree","Full-time",25%,45%,25%,4%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.38) Aerospace Engineering","First degree","Full-time",39%,41%,18%,2%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.40) Electronic and Electrical Engineering","First degree","Full-time",40%,39%,19%,2%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.41) Civil Engineering","First degree","Full-time",33%,44%,20%,3%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.45) Maritime Technology","First degree","Full-time",30%,45%,30%,0%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.52) Economics","First degree","Full-time",18%,45%,24%,14%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.53) Politics","First degree","Full-time",8%,72%,19%,1%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.54) Sociology","First degree","Full-time",5%,65%,30%,0%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.57) Others in Social studies","First degree","Full-time",5%,65%,27%,4%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.58) Social Work","First degree","Full-time",5%,45%,50%,0%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.59) Human and Social Geography","First degree","Full-time",5%,85%,10%,0%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.60) Law","First degree","Full-time",4%,65%,28%,2%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.63) Management studies","First degree","Full-time",16%,73%,11%,0%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.65) Finance","First degree","Full-time",25%,40%,25%,10%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.66) Accounting","First degree","Full-time",6%,58%,28%,8%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.69) Media studies","First degree","Full-time",15%,70%,15%,0%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.75) English studies","First degree","Full-time",11%,79%,10%,0%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.79) French studies","First degree","Full-time",30%,55%,15%,0%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.82) Iberian studies","First degree","Full-time",20%,65%,15%,0%,0%,0%,"Y"
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.83) Others in European Languages and Area studies","First degree","Full-time",25%,55%,20%,0%,0%,0%,"Y"
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.90) History","First degree","Full-time",17%,76%,6%,1%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.91) Archaeology","First degree","Full-time",10%,80%,5%,0%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.93) Philosophy","First degree","Full-time",5%,65%,25%,0%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.95) Fine Art","First degree","Full-time",13%,56%,28%,4%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.96) Design studies","First degree","Full-time",18%,56%,24%,2%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.97) Music","First degree","Full-time",5%,76%,19%,0%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.103) Teacher Training","First degree","Part-time",10%,65%,20%,5%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.105) Academic studies in Education","First degree","Part-time",5%,30%,45%,20%,0%,0%,"Y"
10007158,"UNIVERSITY OF SOUTHAMPTON","(L3.108) Initial Teacher Training","First degree","Full-time",5%,45%,40%,5%,0%,0%,"Y"
10007159,"UNIVERSITY OF SUNDERLAND","(L3.04) Pharmacology, Toxicology and Pharmacy","First degree","Full-time",18%,52%,25%,3%,0%,2%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.04) Pharmacology, Toxicology and Pharmacy","First degree","Part-time",0%,10%,90%,5%,0%,0%,"Y"
10007159,"UNIVERSITY OF SUNDERLAND","(L3.11) Others in Subjects allied to Medicine","First degree","Full-time",5%,60%,30%,0%,0%,0%,"Y"
10007159,"UNIVERSITY OF SUNDERLAND","(L3.12) Biology","First degree","Full-time",10%,70%,20%,0%,0%,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.18) Sports Science","First degree","Full-time",5%,36%,46%,1%,0%,12%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.19) Psychology","First degree","Full-time",8%,46%,36%,10%,0%,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.31) Physical Geography and Environmental Science","First degree","Full-time",5%,30%,55%,5%,0%,5%,"Y"
10007159,"UNIVERSITY OF SUNDERLAND","(L3.35) Computer Science","First degree","Full-time",11%,31%,43%,12%,0%,2%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.35) Computer Science","First degree","Part-time",10%,20%,30%,10%,0%,25%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.37) Mechanical, Production and Manufacturing Engineering","First degree","Full-time",10%,35%,35%,15%,0%,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.40) Electronic and Electrical Engineering","First degree","Full-time",15%,25%,40%,25%,0%,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.54) Sociology","First degree","Full-time",9%,42%,41%,7%,0%,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.58) Social Work","First degree","Full-time",9%,32%,44%,11%,0%,4%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.58) Social Work","First degree","Part-time",15%,35%,5%,5%,0%,40%,"Y"
10007159,"UNIVERSITY OF SUNDERLAND","(L3.60) Law","First degree","Full-time",9%,40%,32%,18%,0%,1%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.61) Business studies","First degree","Full-time",0%,10%,60%,30%,0%,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.61) Business studies","First degree","Part-time",5%,30%,30%,20%,0%,10%,"Y"
10007159,"UNIVERSITY OF SUNDERLAND","(L3.63) Management studies","First degree","Full-time",6%,19%,47%,26%,0%,2%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.63) Management studies","First degree","Part-time",7%,31%,40%,21%,0%,1%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.67) Tourism, Transport and Travel","First degree","Full-time",10%,35%,50%,5%,0%,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.69) Media studies","First degree","Full-time",13%,55%,29%,3%,0%,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.71) Publicity studies","First degree","Full-time",10%,50%,30%,0%,0%,5%,"Y"
10007159,"UNIVERSITY OF SUNDERLAND","(L3.73) Journalism","First degree","Full-time",10%,60%,30%,0%,0%,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.75) English studies","First degree","Full-time",7%,66%,25%,1%,0%,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.90) History","First degree","Full-time",0%,55%,45%,0%,0%,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.95) Fine Art","First degree","Full-time",25%,35%,35%,10%,0%,5%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.96) Design studies","First degree","Full-time",36%,21%,25%,16%,0%,1%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.97) Music","First degree","Full-time",10%,40%,45%,10%,0%,0%,"Y"
10007159,"UNIVERSITY OF SUNDERLAND","(L3.98) Drama","First degree","Full-time",5%,45%,40%,0%,0%,5%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.100) Cinematics and Photography","First degree","Full-time",10%,65%,20%,0%,0%,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.102) Others in Creative Arts and Design","First degree","Full-time",15%,40%,40%,5%,0%,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.105) Academic studies in Education","First degree","Full-time",2%,38%,43%,13%,0%,4%,"Y"
10007159,"UNIVERSITY OF SUNDERLAND","(L3.105) Academic studies in Education","First degree","Part-time",5%,20%,20%,0%,0%,55%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.108) Initial Teacher Training","First degree","Full-time",5%,54%,37%,4%,0%,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.108) Initial Teacher Training","First degree","Part-time",0%,40%,40%,10%,0%,15%,"Y"
10007160,"UNIVERSITY OF SURREY","(L3.05) Nursing","First degree","Full-time",11%,40%,29%,9%,12%,0%,
10007160,"UNIVERSITY OF SURREY","(L3.05) Nursing","First degree","Part-time",25%,45%,25%,0%,0%,0%,
10007160,"UNIVERSITY OF SURREY","(L3.07) Nutrition","First degree","Full-time",30%,50%,20%,5%,0%,0%,
10007160,"UNIVERSITY OF SURREY","(L3.16) Molecular Biology, Biophysics and Biochemistry","First degree","Full-time",31%,42%,25%,1%,0%,0%,
10007160,"UNIVERSITY OF SURREY","(L3.19) Psychology","First degree","Full-time",12%,79%,9%,0%,0%,0%,
10007160,"UNIVERSITY OF SURREY","(L3.25) Chemistry","First degree","Full-time",25%,45%,20%,15%,0%,0%,
10007160,"UNIVERSITY OF SURREY","(L3.26) Physics and Astronomy","First degree","Full-time",20%,45%,30%,5%,0%,0%,
10007160,"UNIVERSITY OF SURREY","(L3.32) Mathematics and Statistics","First degree","Full-time",30%,25%,30%,15%,0%,0%,
10007160,"UNIVERSITY OF SURREY","(L3.35) Computer Science","First degree","Full-time",15%,50%,30%,5%,0%,0%,
10007160,"UNIVERSITY OF SURREY","(L3.37) Mechanical, Production and Manufacturing Engineering","First degree","Full-time",25%,30%,30%,15%,0%,0%,
10007160,"UNIVERSITY OF SURREY","(L3.38) Aerospace Engineering","First degree","Full-time",20%,45%,30%,5%,0%,0%,
10007160,"UNIVERSITY OF SURREY","(L3.40) Electronic and Electrical Engineering","First degree","Full-time",30%,45%,20%,10%,0%,0%,
10007160,"UNIVERSITY OF SURREY","(L3.41) Civil Engineering","First degree","Full-time",20%,35%,30%,15%,0%,0%,
10007160,"UNIVERSITY OF SURREY","(L3.42) Chemical, Process and Energy Engineering","First degree","Full-time",20%,40%,40%,5%,0%,0%,"Y"
10007160,"UNIVERSITY OF SURREY","(L3.46) Others in Technology","First degree","Full-time",25%,70%,5%,0%,0%,0%,"Y"
10007160,"UNIVERSITY OF SURREY","(L3.52) Economics","First degree","Full-time",17%,45%,24%,15%,0%,0%,
10007160,"UNIVERSITY OF SURREY","(L3.53) Politics","First degree","Full-time",5%,45%,45%,5%,0%,0%,
10007160,"UNIVERSITY OF SURREY","(L3.54) Sociology","First degree","Full-time",0%,65%,25%,10%,0%,0%,
10007160,"UNIVERSITY OF SURREY","(L3.60) Law","First degree","Full-time",2%,44%,50%,4%,0%,0%,
10007160,"UNIVERSITY OF SURREY","(L3.61) Business studies","First degree","Full-time",10%,65%,25%,5%,0%,0%,
10007160,"UNIVERSITY OF SURREY","(L3.63) Management studies","First degree","Full-time",16%,60%,21%,3%,0%,0%,
10007160,"UNIVERSITY OF SURREY","(L3.67) Tourism, Transport and Travel","First degree","Full-time",14%,48%,31%,6%,0%,0%,
10007160,"UNIVERSITY OF SURREY","(L3.69) Media studies","First degree","Full-time",5%,55%,35%,10%,0%,0%,
10007160,"UNIVERSITY OF SURREY","(L3.97) Music","First degree","Full-time",10%,65%,25%,0%,0%,0%,
10007160,"UNIVERSITY OF SURREY","(L3.98) Drama","First degree","Full-time",8%,81%,9%,1%,0%,0%,
10007160,"UNIVERSITY OF SURREY","(L3.99) Dance","First degree","Full-time",5%,70%,20%,0%,0%,0%,
10007160,"UNIVERSITY OF SURREY","(L3.107) Combined","First degree","Part-time",35%,45%,10%,5%,0%,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.03) Anatomy, Physiology and Pathology","First degree","Full-time",15%,55%,30%,0%,0%,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.05) Nursing","First degree","Full-time",12%,35%,19%,14%,19%,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.05) Nursing","First degree","Part-time",15%,32%,41%,12%,0%,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.10) Medical Technology","First degree","Full-time",5%,35%,45%,10%,0%,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.11) Others in Subjects allied to Medicine","First degree","Full-time",5%,35%,45%,10%,0%,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.12) Biology","First degree","Full-time",25%,25%,35%,15%,0%,0%,"Y"
10007161,"UNIVERSITY OF TEESSIDE","(L3.18) Sports Science","First degree","Full-time",14%,35%,47%,3%,0%,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.18) Sports Science","First degree","Part-time",10%,30%,50%,10%,0%,0%,"Y"
10007161,"UNIVERSITY OF TEESSIDE","(L3.19) Psychology","First degree","Full-time",10%,54%,34%,1%,0%,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.27) Forensic and Archaeological Science","First degree","Full-time",12%,36%,37%,16%,0%,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.35) Computer Science","First degree","Full-time",23%,35%,28%,14%,0%,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.35) Computer Science","First degree","Part-time",25%,10%,40%,25%,0%,0%,
