"UKPRN","Institution","Subject","Level","Mode","Continuing at institution","Gained intended award or higher","Gained other award at a lower level","Left without award","Dormant","Two years aggregate data?"
10007315,"WALSALL COLLEGE","(L3.40) Electronic and Electrical Engineering","Other undergraduate","Full-time",85%,0%,0%,15%,0%,
10007315,"WALSALL COLLEGE","(L3.96) Design studies","Other undergraduate","Part-time",35%,50%,0%,15%,0%,
10007315,"WALSALL COLLEGE","(L3.102) Others in Creative Arts and Design","Other undergraduate","Full-time",50%,40%,0%,15%,0%,
10007315,"WALSALL COLLEGE","(L3.105) Academic studies in Education","Other undergraduate","Part-time",65%,20%,0%,5%,10%,
10007315,"WALSALL COLLEGE","(L3.106) Others in Education","Other undergraduate","Part-time",65%,15%,0%,15%,0%,
10007339,"WARRINGTON COLLEGIATE","(L3.105) Academic studies in Education","Other undergraduate","Part-time",42%,49%,0%,8%,2%,
10007417,"WEST HERTS COLLEGE","(L3.35) Computer Science","Other undergraduate","Full-time",90%,0%,0%,0%,10%,
10007417,"WEST HERTS COLLEGE","(L3.61) Business studies","Other undergraduate","Full-time",90%,0%,0%,0%,10%,
10007417,"WEST HERTS COLLEGE","(L3.96) Design studies","Other undergraduate","Full-time",85%,5%,0%,10%,0%,
10007417,"WEST HERTS COLLEGE","(L3.105) Academic studies in Education","Other undergraduate","Part-time",80%,0%,0%,15%,5%,
10007417,"WEST HERTS COLLEGE","(L3.108) Initial Teacher Training","Other undergraduate","Part-time",75%,20%,0%,5%,5%,
10007419,"WEST KENT COLLEGE","(L3.48) Building","Other undergraduate","Part-time",87%,2%,2%,7%,2%,
10007419,"WEST KENT COLLEGE","(L3.95) Fine Art","Other undergraduate","Part-time",75%,20%,0%,0%,5%,
10007419,"WEST KENT COLLEGE","(L3.105) Academic studies in Education","Other undergraduate","Part-time",71%,7%,7%,11%,4%,
10007419,"WEST KENT COLLEGE","(L3.108) Initial Teacher Training","Other undergraduate","Part-time",64%,17%,3%,12%,4%,
10007427,"WEST NOTTINGHAMSHIRE COLLEGE","(L3.37) Mechanical, Production and Manufacturing Engineering","Other undergraduate","Part-time",35%,5%,0%,55%,0%,
10007427,"WEST NOTTINGHAMSHIRE COLLEGE","(L3.40) Electronic and Electrical Engineering","Other undergraduate","Part-time",70%,10%,0%,20%,0%,
10007427,"WEST NOTTINGHAMSHIRE COLLEGE","(L3.58) Social Work","Other undergraduate","Part-time",68%,22%,0%,7%,3%,
10007427,"WEST NOTTINGHAMSHIRE COLLEGE","(L3.63) Management studies","Other undergraduate","Full-time",60%,0%,0%,40%,0%,
10007427,"WEST NOTTINGHAMSHIRE COLLEGE","(L3.106) Others in Education","Other undergraduate","Full-time",60%,30%,0%,15%,0%,
10007434,"WEST THAMES COLLEGE","(L3.35) Computer Science","Other undergraduate","Full-time",60%,0%,0%,30%,10%,
10007434,"WEST THAMES COLLEGE","(L3.95) Fine Art","Other undergraduate","Full-time",70%,20%,0%,10%,0%,
10007434,"WEST THAMES COLLEGE","(L3.96) Design studies","Other undergraduate","Full-time",55%,10%,0%,5%,30%,
10007434,"WEST THAMES COLLEGE","(L3.102) Others in Creative Arts and Design","Other undergraduate","Full-time",90%,0%,0%,10%,0%,
10007434,"WEST THAMES COLLEGE","(L3.105) Academic studies in Education","Other undergraduate","Full-time",70%,0%,0%,20%,10%,
10007434,"WEST THAMES COLLEGE","(L3.108) Initial Teacher Training","Other undergraduate","Part-time",50%,30%,0%,5%,10%,
10007455,"WESTMINSTER KINGSWAY COLLEGE","(L3.36) General Engineering","Other undergraduate","Full-time",0%,70%,0%,30%,0%,
10007455,"WESTMINSTER KINGSWAY COLLEGE","(L3.40) Electronic and Electrical Engineering","First degree","Full-time",45%,0%,0%,40%,15%,
10007455,"WESTMINSTER KINGSWAY COLLEGE","(L3.61) Business studies","Other undergraduate","Full-time",85%,0%,0%,15%,0%,
10007455,"WESTMINSTER KINGSWAY COLLEGE","(L3.67) Tourism, Transport and Travel","First degree","Full-time",5%,85%,0%,10%,0%,
10007455,"WESTMINSTER KINGSWAY COLLEGE","(L3.67) Tourism, Transport and Travel","Other undergraduate","Full-time",72%,0%,0%,28%,0%,
10007469,"WEYMOUTH COLLEGE","(L3.69) Media studies","First degree","Full-time",10%,90%,0%,0%,0%,
10007500,"WIGAN AND LEIGH COLLEGE","(L3.35) Computer Science","Other undergraduate","Full-time",60%,0%,0%,40%,0%,
10007500,"WIGAN AND LEIGH COLLEGE","(L3.40) Electronic and Electrical Engineering","Other undergraduate","Part-time",30%,35%,0%,35%,0%,
10007500,"WIGAN AND LEIGH COLLEGE","(L3.41) Civil Engineering","Other undergraduate","Part-time",60%,5%,0%,30%,0%,
10007500,"WIGAN AND LEIGH COLLEGE","(L3.48) Building","Other undergraduate","Part-time",60%,20%,0%,20%,0%,
10007500,"WIGAN AND LEIGH COLLEGE","(L3.53) Politics","Other undergraduate","Full-time",55%,0%,0%,10%,35%,
10007500,"WIGAN AND LEIGH COLLEGE","(L3.68) Others in Business and Administrative studies","Other undergraduate","Full-time",65%,0%,0%,35%,0%,
10007500,"WIGAN AND LEIGH COLLEGE","(L3.103) Teacher Training","Postgraduate","Full-time",0%,95%,0%,5%,0%,
10007500,"WIGAN AND LEIGH COLLEGE","(L3.106) Others in Education","Other undergraduate","Part-time",59%,4%,0%,38%,0%,
10007527,"WILTSHIRE COLLEGE","(L3.61) Business studies","Other undergraduate","Full-time",0%,100%,0%,0%,0%,
10007527,"WILTSHIRE COLLEGE","(L3.69) Media studies","First degree","Full-time",0%,90%,0%,10%,0%,
10007527,"WILTSHIRE COLLEGE","(L3.105) Academic studies in Education","Other undergraduate","Part-time",75%,5%,0%,25%,0%,
10007527,"WILTSHIRE COLLEGE","(L3.108) Initial Teacher Training","Other undergraduate","Part-time",40%,55%,0%,5%,5%,
10007553,"WIRRAL METROPOLITAN COLLEGE","(L3.95) Fine Art","First degree","Full-time",80%,5%,0%,15%,0%,
10007553,"WIRRAL METROPOLITAN COLLEGE","(L3.103) Teacher Training","Other undergraduate","Part-time",44%,22%,0%,34%,0%,
10007578,"CITY OF WOLVERHAMPTON COLLEGE","(L3.05) Nursing","Other undergraduate","Full-time",85%,0%,10%,10%,0%,
10007578,"CITY OF WOLVERHAMPTON COLLEGE","(L3.68) Others in Business and Administrative studies","Other undergraduate","Part-time",60%,0%,0%,40%,0%,
10007578,"CITY OF WOLVERHAMPTON COLLEGE","(L3.105) Academic studies in Education","Other undergraduate","Part-time",56%,27%,5%,2%,10%,
10007621,"WORCESTER COLLEGE OF TECHNOLOGY","(L3.35) Computer Science","Other undergraduate","Full-time",50%,0%,0%,50%,0%,
10007621,"WORCESTER COLLEGE OF TECHNOLOGY","(L3.48) Building","Other undergraduate","Part-time",75%,10%,0%,15%,0%,
10007621,"WORCESTER COLLEGE OF TECHNOLOGY","(L3.60) Law","First degree","Part-time",55%,0%,0%,40%,5%,
10007621,"WORCESTER COLLEGE OF TECHNOLOGY","(L3.63) Management studies","Other undergraduate","Full-time",65%,0%,0%,20%,15%,
10007621,"WORCESTER COLLEGE OF TECHNOLOGY","(L3.98) Drama","Other undergraduate","Full-time",65%,10%,0%,25%,0%,
10007621,"WORCESTER COLLEGE OF TECHNOLOGY","(L3.103) Teacher Training","Other undergraduate","Part-time",30%,65%,5%,0%,0%,
10007621,"WORCESTER COLLEGE OF TECHNOLOGY","(L3.105) Academic studies in Education","Other undergraduate","Part-time",85%,0%,0%,0%,10%,
10007657,"WRITTLE COLLEGE","(L3.21) Animal Science","First degree","Full-time",90%,0%,10%,0%,0%,
10007657,"WRITTLE COLLEGE","(L3.21) Animal Science","Other undergraduate","Full-time",80%,5%,10%,0%,5%,
10007657,"WRITTLE COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","First degree","Full-time",74%,6%,18%,1%,0%,
10007657,"WRITTLE COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Other undergraduate","Full-time",76%,2%,19%,2%,2%,
10007657,"WRITTLE COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Other undergraduate","Part-time",25%,45%,25%,0%,5%,
10007671,"WYGGESTON AND QUEEN ELIZABETH I COLLEGE","(L3.36) General Engineering","First degree","Full-time",55%,0%,0%,0%,45%,
10007682,"XAVERIAN COLLEGE","(L3.17) Others in Biological Sciences","First degree","Full-time",79%,0%,0%,9%,12%,
10007696,"YEOVIL COLLEGE","(L3.36) General Engineering","Other undergraduate","Part-time",26%,0%,0%,0%,74%,
10007709,"YORK COLLEGE","(L3.40) Electronic and Electrical Engineering","Other undergraduate","Part-time",45%,35%,0%,20%,0%,
10007709,"YORK COLLEGE","(L3.48) Building","Other undergraduate","Part-time",75%,10%,0%,10%,0%,
10007709,"YORK COLLEGE","(L3.105) Academic studies in Education","Other undergraduate","Part-time",90%,0%,0%,10%,0%,
10007709,"YORK COLLEGE","(L3.108) Initial Teacher Training","Other undergraduate","Part-time",55%,40%,0%,5%,0%,
10007709,"YORK COLLEGE","(L3.108) Initial Teacher Training","Postgraduate","Part-time",65%,35%,0%,5%,0%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.03) Anatomy, Physiology and Pathology","First degree","Full-time",95%,0%,0%,5%,5%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.11) Others in Subjects allied to Medicine","First degree","Full-time",79%,4%,2%,13%,2%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Part-time",20%,65%,0%,5%,10%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.11) Others in Subjects allied to Medicine","Postgraduate","Part-time",20%,45%,2%,3%,31%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.18) Sports Science","First degree","Full-time",85%,0%,3%,9%,3%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.19) Psychology","First degree","Full-time",87%,0%,1%,9%,3%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.40) Electronic and Electrical Engineering","First degree","Full-time",65%,0%,0%,20%,15%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.55) Social Policy","First degree","Full-time",90%,0%,0%,5%,10%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.63) Management studies","First degree","Full-time",87%,0%,2%,7%,4%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.69) Media studies","First degree","Full-time",76%,1%,4%,17%,3%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.75) English studies","First degree","Full-time",79%,0%,1%,16%,3%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.75) English studies","Postgraduate","Full-time",5%,80%,0%,15%,0%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.79) French studies","Other undergraduate","Part-time",0%,70%,0%,30%,0%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.81) Italian studies","Other undergraduate","Part-time",0%,47%,0%,53%,0%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.82) Iberian studies","Other undergraduate","Part-time",0%,27%,0%,73%,0%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.87) Asian studies","Other undergraduate","Part-time",0%,55%,0%,45%,0%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.90) History","First degree","Full-time",85%,0%,0%,10%,0%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.94) Theology and Religious studies","First degree","Full-time",68%,0%,0%,24%,9%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.94) Theology and Religious studies","Other undergraduate","Part-time",69%,4%,10%,11%,6%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.94) Theology and Religious studies","Postgraduate","Part-time",75%,5%,0%,5%,15%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.95) Fine Art","First degree","Full-time",85%,0%,0%,15%,0%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.96) Design studies","First degree","Full-time",75%,0%,0%,20%,5%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.97) Music","First degree","Full-time",80%,5%,0%,5%,5%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.98) Drama","First degree","Full-time",88%,0%,2%,9%,0%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.100) Cinematics and Photography","First degree","Full-time",84%,0%,4%,12%,0%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.105) Academic studies in Education","First degree","Full-time",60%,25%,0%,15%,0%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.105) Academic studies in Education","Other undergraduate","Part-time",65%,10%,5%,5%,20%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.105) Academic studies in Education","Postgraduate","Part-time",25%,50%,0%,10%,15%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.107) Combined","Other undergraduate","Part-time",0%,79%,0%,20%,1%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.108) Initial Teacher Training","First degree","Full-time",91%,0%,3%,6%,1%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.108) Initial Teacher Training","Postgraduate","Full-time",0%,86%,1%,8%,5%,
10007713,"YORK ST JOHN UNIVERSITY","(L3.108) Initial Teacher Training","Postgraduate","Part-time",2%,58%,0%,3%,38%,
10007759,"ASTON UNIVERSITY","(L3.04) Pharmacology, Toxicology and Pharmacy","First degree","Full-time",90%,0%,1%,2%,8%,
10007759,"ASTON UNIVERSITY","(L3.04) Pharmacology, Toxicology and Pharmacy","Postgraduate","Full-time",38%,56%,3%,1%,1%,
10007759,"ASTON UNIVERSITY","(L3.04) Pharmacology, Toxicology and Pharmacy","Postgraduate","Part-time",86%,1%,0%,0%,13%,
10007759,"ASTON UNIVERSITY","(L3.08) Ophthalmics","First degree","Full-time",95%,0%,0%,2%,4%,
10007759,"ASTON UNIVERSITY","(L3.09) Aural and Oral Sciences","First degree","Full-time",85%,0%,0%,5%,10%,
10007759,"ASTON UNIVERSITY","(L3.11) Others in Subjects allied to Medicine","First degree","Full-time",90%,0%,0%,8%,3%,
10007759,"ASTON UNIVERSITY","(L3.12) Biology","First degree","Full-time",90%,0%,0%,5%,5%,
10007759,"ASTON UNIVERSITY","(L3.19) Psychology","First degree","Full-time",87%,0%,0%,8%,5%,
10007759,"ASTON UNIVERSITY","(L3.19) Psychology","Postgraduate","Full-time",30%,70%,0%,0%,0%,
10007759,"ASTON UNIVERSITY","(L3.32) Mathematics and Statistics","First degree","Full-time",86%,0%,0%,9%,5%,
10007759,"ASTON UNIVERSITY","(L3.35) Computer Science","First degree","Full-time",90%,1%,0%,9%,1%,
10007759,"ASTON UNIVERSITY","(L3.36) General Engineering","First degree","Full-time",77%,0%,0%,20%,3%,
10007759,"ASTON UNIVERSITY","(L3.37) Mechanical, Production and Manufacturing Engineering","First degree","Full-time",88%,0%,0%,6%,5%,
10007759,"ASTON UNIVERSITY","(L3.40) Electronic and Electrical Engineering","First degree","Full-time",95%,0%,0%,5%,5%,
10007759,"ASTON UNIVERSITY","(L3.42) Chemical, Process and Energy Engineering","First degree","Full-time",95%,0%,0%,5%,0%,
10007759,"ASTON UNIVERSITY","(L3.46) Others in Technology","First degree","Full-time",89%,0%,0%,2%,9%,
10007759,"ASTON UNIVERSITY","(L3.48) Building","First degree","Full-time",90%,0%,0%,10%,5%,
10007759,"ASTON UNIVERSITY","(L3.53) Politics","First degree","Full-time",87%,0%,0%,11%,2%,
10007759,"ASTON UNIVERSITY","(L3.54) Sociology","First degree","Full-time",85%,0%,0%,10%,5%,
10007759,"ASTON UNIVERSITY","(L3.61) Business studies","First degree","Full-time",91%,0%,0%,5%,3%,
10007759,"ASTON UNIVERSITY","(L3.61) Business studies","Postgraduate","Full-time",96%,0%,1%,3%,0%,
10007759,"ASTON UNIVERSITY","(L3.61) Business studies","Postgraduate","Part-time",89%,0%,0%,6%,5%,
10007759,"ASTON UNIVERSITY","(L3.75) English studies","First degree","Full-time",95%,0%,0%,5%,0%,
10007759,"ASTON UNIVERSITY","(L3.79) French studies","First degree","Full-time",90%,0%,0%,10%,5%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.12) Biology","Other undergraduate","Part-time",20%,1%,0%,77%,2%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.16) Molecular Biology, Biophysics and Biochemistry","First degree","Part-time",65%,0%,0%,20%,15%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.19) Psychology","First degree","Part-time",73%,0%,0%,11%,16%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.19) Psychology","Other undergraduate","Part-time",19%,24%,0%,54%,3%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.19) Psychology","Postgraduate","Part-time",63%,20%,1%,10%,7%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Other undergraduate","Part-time",40%,0%,0%,45%,15%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.25) Chemistry","Other undergraduate","Part-time",19%,0%,0%,78%,2%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.26) Physics and Astronomy","First degree","Part-time",55%,0%,0%,45%,5%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.26) Physics and Astronomy","Other undergraduate","Part-time",15%,0%,0%,80%,0%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.28) Geology","First degree","Part-time",40%,0%,0%,35%,25%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.31) Physical Geography and Environmental Science","First degree","Part-time",70%,0%,0%,26%,4%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.31) Physical Geography and Environmental Science","Postgraduate","Part-time",70%,0%,0%,20%,10%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.32) Mathematics and Statistics","First degree","Part-time",80%,0%,0%,5%,15%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.32) Mathematics and Statistics","Other undergraduate","Part-time",16%,21%,0%,59%,3%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.32) Mathematics and Statistics","Postgraduate","Part-time",75%,0%,5%,5%,15%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.35) Computer Science","First degree","Part-time",70%,5%,0%,10%,15%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.35) Computer Science","Other undergraduate","Part-time",54%,1%,0%,40%,5%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.35) Computer Science","Postgraduate","Part-time",68%,4%,0%,10%,17%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.52) Economics","First degree","Part-time",68%,0%,0%,21%,11%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.52) Economics","Other undergraduate","Full-time",7%,78%,0%,10%,5%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.52) Economics","Other undergraduate","Part-time",26%,0%,0%,70%,4%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.52) Economics","Postgraduate","Full-time",5%,65%,5%,5%,25%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.52) Economics","Postgraduate","Part-time",62%,5%,2%,16%,15%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.53) Politics","First degree","Part-time",65%,0%,0%,20%,15%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.53) Politics","Postgraduate","Full-time",10%,60%,0%,5%,25%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.53) Politics","Postgraduate","Part-time",65%,0%,0%,30%,4%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.54) Sociology","Other undergraduate","Part-time",22%,0%,0%,74%,3%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.55) Social Policy","First degree","Part-time",60%,0%,0%,30%,10%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.56) Anthropology","Other undergraduate","Part-time",18%,0%,0%,79%,2%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.57) Others in Social studies","Other undergraduate","Part-time",20%,0%,0%,78%,2%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.58) Social Work","Other undergraduate","Part-time",33%,1%,0%,63%,3%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.60) Law","First degree","Part-time",66%,0%,0%,17%,17%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.60) Law","Other undergraduate","Full-time",0%,0%,0%,100%,0%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.60) Law","Other undergraduate","Part-time",13%,1%,0%,83%,3%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.60) Law","Postgraduate","Full-time",0%,70%,0%,15%,15%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.60) Law","Postgraduate","Part-time",80%,0%,0%,10%,10%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.61) Business studies","Postgraduate","Full-time",0%,65%,5%,0%,30%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.61) Business studies","Postgraduate","Part-time",95%,0%,0%,5%,0%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.63) Management studies","First degree","Part-time",79%,0%,0%,10%,10%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.63) Management studies","Other undergraduate","Part-time",25%,0%,0%,73%,3%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.63) Management studies","Postgraduate","Full-time",20%,55%,0%,5%,20%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.63) Management studies","Postgraduate","Part-time",85%,5%,0%,10%,0%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.69) Media studies","First degree","Part-time",80%,0%,0%,10%,10%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.69) Media studies","Other undergraduate","Part-time",27%,0%,0%,70%,3%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.72) Publishing","Other undergraduate","Part-time",0%,0%,0%,95%,5%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.75) English studies","First degree","Part-time",61%,0%,0%,23%,16%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.75) English studies","Other undergraduate","Part-time",17%,0%,0%,81%,2%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.75) English studies","Postgraduate","Full-time",5%,80%,0%,10%,5%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.75) English studies","Postgraduate","Part-time",90%,0%,0%,5%,5%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.79) French studies","First degree","Part-time",90%,0%,0%,10%,0%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.79) French studies","Other undergraduate","Part-time",0%,60%,15%,25%,0%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.80) German and Scandinavian studies","Other undergraduate","Part-time",0%,55%,0%,45%,0%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.82) Iberian studies","First degree","Part-time",70%,0%,0%,20%,5%,
10007760,"BIRKBECK, UNIVERSITY OF LONDON","(L3.82) Iberian studies","Other undergraduate","Part-time",0%,40%,16%,43%,0%,
