"UKPRN","Institution Name","Subject","Full-time","Part-time","Postgraduate","First Degree","Other Undergraduate","Two years aggregate data?"
10007156,"UNIVERSITY OF SALFORD"," (L3.90) History",92%,8%,2%,98%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.95) Fine Art",76%,24%,13%,87%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.96) Design studies",91%,9%,8%,87%,6%,
10007156,"UNIVERSITY OF SALFORD"," (L3.97) Music",94%,6%,9%,91%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.98) Drama",96%,4%,0%,79%,21%,
10007156,"UNIVERSITY OF SALFORD"," (L3.100) Cinematics and Photography",95%,5%,0%,100%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.101) Imaginative Writing",90%,10%,27%,73%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.103) Teacher Training",75%,25%,90%,10%,0%,"Y"
10007156,"UNIVERSITY OF SALFORD"," (L3.105) Academic studies in Education",0%,100%,100%,0%,0%,"Y"
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.01) Medicine",95%,5%,16%,84%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.02) Dentistry",98%,2%,12%,72%,16%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.03) Anatomy, Physiology and Pathology",98%,2%,31%,69%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.05) Nursing",12%,88%,9%,60%,31%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.07) Nutrition",90%,10%,100%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.08) Ophthalmics",80%,20%,20%,80%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.09) Aural and Oral Sciences",67%,33%,52%,44%,3%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.10) Medical Technology",99%,1%,0%,100%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.11) Others in Subjects allied to Medicine",82%,18%,46%,54%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.12) Biology",98%,2%,21%,79%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.13) Zoology",99%,1%,0%,100%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.14) Genetics",100%,0%,29%,71%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.15) Microbiology",95%,5%,0%,100%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.16) Molecular Biology, Biophysics and Biochemistry",98%,2%,28%,72%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.17) Others in Biological Sciences",45%,55%,0%,100%,0%,"Y"
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.19) Psychology",90%,10%,51%,49%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.25) Chemistry",100%,0%,24%,76%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.26) Physics and Astronomy",98%,2%,20%,80%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.27) Forensic and Archaeological Science",94%,6%,63%,37%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.30) Others in Physical Sciences",0%,100%,5%,75%,20%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.31) Physical Geography and Environmental Science",97%,3%,9%,91%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.32) Mathematics and Statistics",89%,11%,19%,79%,2%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.35) Computer Science",87%,13%,40%,57%,2%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.36) General Engineering",69%,31%,67%,33%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.37) Mechanical, Production and Manufacturing Engineering",96%,4%,22%,78%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.38) Aerospace Engineering",99%,1%,9%,91%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.40) Electronic and Electrical Engineering",98%,2%,51%,49%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.41) Civil Engineering",95%,5%,38%,62%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.42) Chemical, Process and Energy Engineering",99%,1%,36%,64%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.43) Others in Engineering",100%,0%,0%,100%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.44) Materials and Minerals Technology",98%,2%,66%,34%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.46) Others in Technology",99%,1%,71%,29%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.47) Architecture",97%,3%,16%,53%,32%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.49) Landscape Design",95%,5%,54%,46%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.50) Planning (Urban, Rural and Regional)",98%,2%,27%,72%,1%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.52) Economics",96%,4%,20%,80%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.53) Politics",98%,2%,28%,72%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.54) Sociology",84%,16%,27%,73%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.55) Social Policy",72%,28%,46%,54%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.56) Anthropology",80%,20%,100%,0%,0%,"Y"
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.57) Others in Social studies",24%,76%,0%,50%,50%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.58) Social Work",98%,2%,48%,52%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.59) Human and Social Geography",97%,3%,10%,90%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.60) Law",98%,2%,23%,77%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.61) Business studies",95%,5%,33%,67%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.63) Management studies",96%,4%,42%,58%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.64) Human Resource Management",100%,0%,100%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.65) Finance",100%,0%,70%,30%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.66) Accounting",99%,1%,0%,100%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.67) Tourism, Transport and Travel",100%,0%,100%,0%,0%,"Y"
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.70) Information Services",86%,14%,68%,32%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.73) Journalism",98%,2%,48%,52%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.75) English studies",92%,8%,15%,82%,3%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.76) American and Australasian studies",60%,40%,13%,77%,10%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.78) Classics",100%,0%,0%,100%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.79) French studies",89%,11%,7%,92%,1%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.80) German and Scandinavian studies",97%,3%,4%,96%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.82) Iberian studies",89%,11%,4%,94%,2%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.83) Others in European Languages and Area studies",88%,12%,19%,81%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.84) Linguistics",96%,4%,37%,63%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.86) Others in Linguistics, Classics and related subjects",80%,20%,100%,0%,0%,"Y"
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.87) Asian studies",67%,33%,43%,57%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.89) Others in Eastern, Asian and African Languages and Area studies",98%,2%,1%,99%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.90) History",97%,3%,13%,86%,1%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.91) Archaeology",78%,22%,50%,40%,10%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.92) Others in Historical and Philosophical studies",65%,35%,0%,100%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.93) Philosophy",98%,2%,16%,84%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.94) Theology and Religious studies",85%,15%,34%,66%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.97) Music",75%,25%,38%,59%,4%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.98) Drama",100%,0%,0%,100%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.103) Teacher Training",0%,100%,100%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.105) Academic studies in Education",10%,90%,100%,0%,0%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.107) Combined",0%,100%,0%,8%,92%,
10007157,"UNIVERSITY OF SHEFFIELD"," (L3.108) Initial Teacher Training",100%,0%,100%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.01) Medicine",91%,9%,14%,86%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.03) Anatomy, Physiology and Pathology",82%,18%,40%,60%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.04) Pharmacology, Toxicology and Pharmacy",95%,5%,0%,100%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.05) Nursing",73%,27%,17%,32%,51%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.06) Complementary Medicine",79%,21%,22%,78%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.07) Nutrition",70%,30%,95%,5%,0%,"Y"
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.09) Aural and Oral Sciences",99%,1%,35%,65%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.11) Others in Subjects allied to Medicine",58%,42%,20%,59%,21%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.12) Biology",96%,4%,30%,70%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.13) Zoology",100%,0%,0%,100%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.16) Molecular Biology, Biophysics and Biochemistry",99%,1%,0%,100%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.17) Others in Biological Sciences",99%,1%,0%,100%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.18) Sports Science",100%,0%,0%,100%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.19) Psychology",77%,23%,37%,57%,6%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.25) Chemistry",99%,1%,32%,68%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.26) Physics and Astronomy",99%,1%,18%,80%,2%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.28) Geology",98%,2%,21%,79%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.29) Ocean Sciences",99%,1%,23%,77%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.31) Physical Geography and Environmental Science",95%,5%,21%,79%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.32) Mathematics and Statistics",98%,2%,14%,86%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.33) Operational Research",100%,0%,95%,5%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.35) Computer Science",98%,2%,32%,68%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.36) General Engineering",100%,0%,0%,100%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.37) Mechanical, Production and Manufacturing Engineering",94%,6%,30%,69%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.38) Aerospace Engineering",99%,1%,22%,78%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.40) Electronic and Electrical Engineering",98%,2%,42%,58%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.41) Civil Engineering",85%,15%,49%,51%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.45) Maritime Technology",98%,2%,41%,59%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.47) Architecture",100%,0%,0%,100%,0%,"Y"
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.52) Economics",100%,0%,14%,85%,1%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.53) Politics",95%,5%,13%,87%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.54) Sociology",94%,6%,12%,88%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.55) Social Policy",65%,35%,70%,30%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.57) Others in Social studies",91%,9%,14%,78%,8%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.58) Social Work",58%,42%,50%,34%,16%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.59) Human and Social Geography",99%,1%,6%,94%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.60) Law",99%,1%,18%,82%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.61) Business studies",100%,0%,5%,95%,0%,"Y"
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.62) Marketing",100%,0%,100%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.63) Management studies",80%,20%,68%,32%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.64) Human Resource Management",100%,0%,100%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.65) Finance",100%,0%,61%,39%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.66) Accounting",100%,0%,19%,81%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.69) Media studies",89%,11%,26%,74%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.70) Information Services",60%,40%,100%,0%,0%,"Y"
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.75) English studies",95%,5%,10%,90%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.76) American and Australasian studies",100%,0%,0%,100%,0%,"Y"
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.79) French studies",97%,3%,0%,100%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.80) German and Scandinavian studies",100%,0%,0%,100%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.82) Iberian studies",99%,1%,0%,100%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.83) Others in European Languages and Area studies",14%,86%,4%,11%,85%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.84) Linguistics",95%,5%,100%,0%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.90) History",97%,3%,10%,90%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.91) Archaeology",64%,36%,29%,48%,23%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.92) Others in Historical and Philosophical studies",100%,0%,0%,85%,15%,"Y"
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.93) Philosophy",96%,4%,8%,92%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.95) Fine Art",88%,12%,19%,81%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.96) Design studies",98%,2%,22%,78%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.97) Music",93%,7%,15%,85%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.100) Cinematics and Photography",100%,0%,0%,100%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.101) Imaginative Writing",70%,30%,100%,0%,0%,"Y"
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.103) Teacher Training",0%,100%,0%,79%,21%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.105) Academic studies in Education",14%,86%,97%,3%,0%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.106) Others in Education",0%,100%,4%,0%,96%,
10007158,"UNIVERSITY OF SOUTHAMPTON"," (L3.108) Initial Teacher Training",62%,38%,67%,5%,28%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.03) Anatomy, Physiology and Pathology",15%,85%,25%,75%,0%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.04) Pharmacology, Toxicology and Pharmacy",84%,16%,17%,83%,0%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.05) Nursing",8%,92%,7%,5%,88%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.11) Others in Subjects allied to Medicine",66%,34%,19%,71%,10%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.12) Biology",96%,4%,7%,93%,0%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.18) Sports Science",97%,3%,0%,100%,0%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.19) Psychology",63%,37%,4%,72%,24%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.22) Forestry",0%,100%,0%,0%,100%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.25) Chemistry",40%,60%,50%,0%,50%,"Y"
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.31) Physical Geography and Environmental Science",79%,21%,57%,43%,0%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.32) Mathematics and Statistics",95%,5%,5%,0%,95%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.35) Computer Science",57%,43%,25%,41%,34%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.36) General Engineering",85%,15%,93%,1%,6%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.37) Mechanical, Production and Manufacturing Engineering",78%,22%,5%,85%,9%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.40) Electronic and Electrical Engineering",84%,16%,37%,63%,0%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.53) Politics",85%,15%,0%,100%,0%,"Y"
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.54) Sociology",90%,10%,0%,100%,0%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.58) Social Work",86%,14%,4%,93%,3%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.59) Human and Social Geography",50%,50%,80%,20%,0%,"Y"
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.60) Law",94%,6%,8%,92%,0%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.61) Business studies",83%,17%,91%,9%,0%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.62) Marketing",31%,69%,33%,2%,64%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.63) Management studies",78%,22%,12%,83%,4%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.64) Human Resource Management",40%,60%,72%,28%,0%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.65) Finance",100%,0%,0%,100%,0%,"Y"
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.67) Tourism, Transport and Travel",97%,3%,9%,91%,0%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.68) Others in Business and Administrative studies",0%,100%,2%,0%,98%,"Y"
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.69) Media studies",91%,9%,10%,84%,6%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.70) Information Services",75%,25%,100%,0%,0%,"Y"
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.71) Publicity studies",84%,16%,0%,88%,12%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.73) Journalism",64%,36%,4%,63%,33%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.75) English studies",93%,7%,3%,45%,52%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.84) Linguistics",85%,15%,0%,100%,0%,"Y"
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.90) History",91%,9%,2%,98%,0%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.94) Theology and Religious studies",0%,100%,100%,0%,0%,"Y"
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.95) Fine Art",66%,34%,9%,91%,0%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.96) Design studies",95%,5%,8%,92%,0%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.97) Music",95%,5%,0%,100%,0%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.98) Drama",98%,2%,0%,100%,0%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.99) Dance",100%,0%,0%,100%,0%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.100) Cinematics and Photography",84%,16%,13%,87%,0%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.102) Others in Creative Arts and Design",76%,24%,28%,72%,0%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.103) Teacher Training",49%,51%,24%,6%,70%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.105) Academic studies in Education",23%,77%,57%,24%,19%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.106) Others in Education",53%,47%,46%,54%,0%,"Y"
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.107) Combined",3%,97%,1%,0%,99%,
10007159,"UNIVERSITY OF SUNDERLAND"," (L3.108) Initial Teacher Training",93%,7%,40%,55%,6%,
10007160,"UNIVERSITY OF SURREY"," (L3.01) Medicine",0%,100%,100%,0%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.04) Pharmacology, Toxicology and Pharmacy",16%,84%,97%,3%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.05) Nursing",55%,45%,2%,15%,83%,
10007160,"UNIVERSITY OF SURREY"," (L3.07) Nutrition",71%,29%,30%,70%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.10) Medical Technology",84%,16%,72%,28%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.11) Others in Subjects allied to Medicine",5%,95%,100%,0%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.15) Microbiology",70%,30%,48%,52%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.16) Molecular Biology, Biophysics and Biochemistry",90%,10%,14%,86%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.17) Others in Biological Sciences",22%,78%,100%,0%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.19) Psychology",92%,8%,46%,54%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.23) Food and Beverage studies",90%,10%,10%,90%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.25) Chemistry",97%,3%,13%,87%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.26) Physics and Astronomy",92%,8%,52%,48%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.30) Others in Physical Sciences",35%,65%,100%,0%,0%,"Y"
10007160,"UNIVERSITY OF SURREY"," (L3.31) Physical Geography and Environmental Science",35%,65%,100%,0%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.32) Mathematics and Statistics",99%,1%,6%,94%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.35) Computer Science",98%,2%,33%,67%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.36) General Engineering",65%,35%,100%,0%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.37) Mechanical, Production and Manufacturing Engineering",99%,1%,11%,89%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.38) Aerospace Engineering",99%,1%,4%,96%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.40) Electronic and Electrical Engineering",89%,11%,59%,41%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.41) Civil Engineering",62%,38%,60%,40%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.42) Chemical, Process and Energy Engineering",99%,1%,2%,98%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.44) Materials and Minerals Technology",52%,48%,100%,0%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.46) Others in Technology",98%,2%,5%,95%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.52) Economics",98%,2%,17%,83%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.53) Politics",95%,5%,16%,84%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.54) Sociology",82%,18%,32%,68%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.60) Law",86%,14%,21%,79%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.61) Business studies",97%,3%,58%,42%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.62) Marketing",99%,1%,100%,0%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.63) Management studies",85%,15%,44%,56%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.64) Human Resource Management",72%,28%,100%,0%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.65) Finance",100%,0%,59%,41%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.66) Accounting",100%,0%,0%,100%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.67) Tourism, Transport and Travel",97%,3%,39%,61%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.69) Media studies",95%,5%,17%,83%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.74) Others in Mass Communications and Documentation",100%,0%,100%,0%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.75) English studies",99%,1%,9%,91%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.79) French studies",95%,5%,0%,100%,0%,"Y"
10007160,"UNIVERSITY OF SURREY"," (L3.82) Iberian studies",95%,5%,0%,100%,0%,"Y"
10007160,"UNIVERSITY OF SURREY"," (L3.83) Others in European Languages and Area studies",100%,0%,5%,95%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.86) Others in Linguistics, Classics and related subjects",94%,6%,95%,5%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.90) History",25%,75%,0%,100%,0%,"Y"
10007160,"UNIVERSITY OF SURREY"," (L3.97) Music",91%,9%,17%,83%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.98) Drama",100%,0%,12%,77%,11%,
10007160,"UNIVERSITY OF SURREY"," (L3.99) Dance",94%,6%,11%,89%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.105) Academic studies in Education",0%,100%,100%,0%,0%,
10007160,"UNIVERSITY OF SURREY"," (L3.107) Combined",0%,100%,0%,21%,79%,
10007161,"UNIVERSITY OF TEESSIDE"," (L3.03) Anatomy, Physiology and Pathology",95%,5%,35%,65%,0%,
10007161,"UNIVERSITY OF TEESSIDE"," (L3.05) Nursing",21%,79%,15%,11%,74%,
10007161,"UNIVERSITY OF TEESSIDE"," (L3.10) Medical Technology",80%,20%,35%,62%,3%,
10007161,"UNIVERSITY OF TEESSIDE"," (L3.11) Others in Subjects allied to Medicine",53%,47%,29%,44%,27%,
10007161,"UNIVERSITY OF TEESSIDE"," (L3.12) Biology",95%,5%,54%,46%,0%,
10007161,"UNIVERSITY OF TEESSIDE"," (L3.18) Sports Science",90%,10%,11%,78%,11%,
10007161,"UNIVERSITY OF TEESSIDE"," (L3.19) Psychology",87%,13%,31%,67%,2%,
10007161,"UNIVERSITY OF TEESSIDE"," (L3.23) Food and Beverage studies",84%,16%,34%,66%,0%,
10007161,"UNIVERSITY OF TEESSIDE"," (L3.25) Chemistry",61%,39%,22%,34%,44%,
