"UKPRN","Institution","Subject","Destination","Postgraduate","Two years aggregate data (Postgraduate/Full-time)?","First degree","Two years aggregate data (First degree/Full-time)?","Other undergraduate","Two years aggregate data (Other undergraduate/Full-time)?","Postgraduate","Two years aggregate data (Postgraduate/Part-time)?","First degree","Two years aggregate data (First degree/Part-time)?","Other undergraduate","Two years aggregate data (Other undergraduate/Part-time)?"
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.32) Mathematics and Statistics","Studying Only",0%,,24%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.32) Mathematics and Statistics","Working & Studying",0%,,20%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.32) Mathematics and Statistics","Assumed to be unemployed",0%,,6%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.32) Mathematics and Statistics","Not available for work or study",0%,,12%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.35) Computer Science","Working Only",70%,"Y",60%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.35) Computer Science","Studying Only",10%,"Y",15%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.35) Computer Science","Working & Studying",0%,,10%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.35) Computer Science","Assumed to be unemployed",10%,"Y",10%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.35) Computer Science","Not available for work or study",5%,"Y",5%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.37) Mechanical, Production and Manufacturing Engineering","Working Only",0%,,47%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.37) Mechanical, Production and Manufacturing Engineering","Studying Only",0%,,25%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.37) Mechanical, Production and Manufacturing Engineering","Working & Studying",0%,,6%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.37) Mechanical, Production and Manufacturing Engineering","Assumed to be unemployed",0%,,10%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.37) Mechanical, Production and Manufacturing Engineering","Not available for work or study",0%,,11%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.40) Electronic and Electrical Engineering","Working Only",0%,,40%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.40) Electronic and Electrical Engineering","Studying Only",0%,,35%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.40) Electronic and Electrical Engineering","Working & Studying",0%,,10%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.40) Electronic and Electrical Engineering","Assumed to be unemployed",0%,,10%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.40) Electronic and Electrical Engineering","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.41) Civil Engineering","Working Only",75%,"Y",49%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.41) Civil Engineering","Studying Only",20%,"Y",23%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.41) Civil Engineering","Working & Studying",5%,"Y",5%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.41) Civil Engineering","Assumed to be unemployed",0%,,12%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.41) Civil Engineering","Not available for work or study",0%,,10%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.42) Chemical, Process and Energy Engineering","Working Only",0%,,60%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.42) Chemical, Process and Energy Engineering","Studying Only",0%,,15%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.42) Chemical, Process and Energy Engineering","Working & Studying",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.42) Chemical, Process and Energy Engineering","Assumed to be unemployed",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.42) Chemical, Process and Energy Engineering","Not available for work or study",0%,,0%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.47) Architecture","Working Only",0%,,15%,,45%,,85%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.47) Architecture","Studying Only",0%,,80%,,5%,,5%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.47) Architecture","Working & Studying",0%,,5%,,40%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.47) Architecture","Assumed to be unemployed",0%,,0%,,10%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.47) Architecture","Not available for work or study",0%,,5%,,5%,,10%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.52) Economics","Working Only",85%,,44%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.52) Economics","Studying Only",5%,,21%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.52) Economics","Working & Studying",10%,,17%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.52) Economics","Assumed to be unemployed",5%,,6%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.52) Economics","Not available for work or study",0%,,12%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.53) Politics","Working Only",70%,,51%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.53) Politics","Studying Only",10%,,31%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.53) Politics","Working & Studying",5%,,8%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.53) Politics","Assumed to be unemployed",10%,,4%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.53) Politics","Not available for work or study",10%,,7%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.54) Sociology","Working Only",0%,,55%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.54) Sociology","Studying Only",0%,,22%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.54) Sociology","Working & Studying",0%,,6%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.54) Sociology","Assumed to be unemployed",0%,,8%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.54) Sociology","Not available for work or study",0%,,8%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.55) Social Policy","Working Only",0%,,65%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.55) Social Policy","Studying Only",0%,,25%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.55) Social Policy","Assumed to be unemployed",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.55) Social Policy","Not available for work or study",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.57) Others in Social studies","Working Only",70%,"Y",0%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.57) Others in Social studies","Studying Only",5%,"Y",0%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.57) Others in Social studies","Working & Studying",5%,"Y",0%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.57) Others in Social studies","Assumed to be unemployed",10%,"Y",0%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.57) Others in Social studies","Not available for work or study",5%,"Y",0%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.58) Social Work","Working Only",90%,,0%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.58) Social Work","Working & Studying",5%,,0%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.58) Social Work","Assumed to be unemployed",5%,,0%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.59) Human and Social Geography","Working Only",0%,,40%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.59) Human and Social Geography","Studying Only",0%,,34%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.59) Human and Social Geography","Working & Studying",0%,,6%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.59) Human and Social Geography","Assumed to be unemployed",0%,,8%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.59) Human and Social Geography","Not available for work or study",0%,,12%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.60) Law","Working Only",45%,,20%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.60) Law","Studying Only",40%,,64%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.60) Law","Working & Studying",15%,,5%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.60) Law","Assumed to be unemployed",0%,,4%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.60) Law","Not available for work or study",0%,,6%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.61) Business studies","Working Only",85%,,0%,,0%,,90%,"Y",0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.61) Business studies","Working & Studying",0%,,0%,,0%,,5%,"Y",0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.61) Business studies","Assumed to be unemployed",10%,,0%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.61) Business studies","Not available for work or study",5%,,0%,,0%,,5%,"Y",0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.63) Management studies","Working Only",0%,,52%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.63) Management studies","Studying Only",0%,,19%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.63) Management studies","Working & Studying",0%,,10%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.63) Management studies","Assumed to be unemployed",0%,,7%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.63) Management studies","Not available for work or study",0%,,13%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.65) Finance","Working Only",0%,,45%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.65) Finance","Studying Only",0%,,15%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.65) Finance","Working & Studying",0%,,25%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.65) Finance","Assumed to be unemployed",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.65) Finance","Not available for work or study",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.66) Accounting","Working Only",0%,,45%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.66) Accounting","Studying Only",0%,,15%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.66) Accounting","Working & Studying",0%,,25%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.66) Accounting","Assumed to be unemployed",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.66) Accounting","Not available for work or study",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.75) English studies","Working Only",50%,"Y",48%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.75) English studies","Studying Only",25%,"Y",32%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.75) English studies","Working & Studying",10%,"Y",9%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.75) English studies","Assumed to be unemployed",5%,"Y",7%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.75) English studies","Not available for work or study",10%,"Y",5%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.76) American and Australasian studies","Working Only",0%,,56%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.76) American and Australasian studies","Studying Only",0%,,19%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.76) American and Australasian studies","Working & Studying",0%,,6%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.76) American and Australasian studies","Assumed to be unemployed",0%,,8%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.76) American and Australasian studies","Not available for work or study",0%,,11%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.78) Classics","Working Only",0%,,50%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.78) Classics","Studying Only",0%,,35%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.78) Classics","Working & Studying",0%,,5%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.78) Classics","Assumed to be unemployed",0%,,5%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.78) Classics","Not available for work or study",0%,,10%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.79) French studies","Working Only",0%,,58%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.79) French studies","Studying Only",0%,,20%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.79) French studies","Working & Studying",0%,,6%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.79) French studies","Assumed to be unemployed",0%,,8%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.79) French studies","Not available for work or study",0%,,8%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.80) German and Scandinavian studies","Working Only",0%,,50%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.80) German and Scandinavian studies","Studying Only",0%,,20%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.80) German and Scandinavian studies","Working & Studying",0%,,15%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.80) German and Scandinavian studies","Assumed to be unemployed",0%,,5%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.80) German and Scandinavian studies","Not available for work or study",0%,,10%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.82) Iberian studies","Working Only",0%,,55%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.82) Iberian studies","Studying Only",0%,,15%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.82) Iberian studies","Working & Studying",0%,,10%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.82) Iberian studies","Assumed to be unemployed",0%,,5%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.82) Iberian studies","Not available for work or study",0%,,10%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.83) Others in European Languages and Area studies","Working Only",0%,,46%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.83) Others in European Languages and Area studies","Studying Only",0%,,30%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.83) Others in European Languages and Area studies","Working & Studying",0%,,7%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.83) Others in European Languages and Area studies","Assumed to be unemployed",0%,,12%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.83) Others in European Languages and Area studies","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.87) Asian studies","Working Only",0%,,50%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.87) Asian studies","Studying Only",0%,,25%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.87) Asian studies","Working & Studying",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.87) Asian studies","Assumed to be unemployed",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.87) Asian studies","Not available for work or study",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.90) History","Working Only",60%,"Y",49%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.90) History","Studying Only",25%,"Y",31%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.90) History","Working & Studying",5%,"Y",5%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.90) History","Assumed to be unemployed",10%,"Y",4%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.90) History","Not available for work or study",0%,,11%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.91) Archaeology","Working Only",0%,,60%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.91) Archaeology","Studying Only",0%,,20%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.91) Archaeology","Working & Studying",0%,,10%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.91) Archaeology","Assumed to be unemployed",0%,,10%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.91) Archaeology","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.93) Philosophy","Working Only",0%,,55%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.93) Philosophy","Studying Only",0%,,29%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.93) Philosophy","Working & Studying",0%,,4%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.93) Philosophy","Assumed to be unemployed",0%,,6%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.93) Philosophy","Not available for work or study",0%,,6%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.94) Theology and Religious studies","Working Only",0%,,35%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.94) Theology and Religious studies","Studying Only",0%,,50%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.94) Theology and Religious studies","Working & Studying",0%,,5%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.94) Theology and Religious studies","Assumed to be unemployed",0%,,5%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.94) Theology and Religious studies","Not available for work or study",0%,,0%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.97) Music","Working Only",0%,,55%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.97) Music","Studying Only",0%,,30%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.97) Music","Working & Studying",0%,,5%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.97) Music","Assumed to be unemployed",0%,,5%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.97) Music","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.100) Cinematics and Photography","Working Only",70%,"Y",40%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.100) Cinematics and Photography","Studying Only",10%,"Y",20%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.100) Cinematics and Photography","Working & Studying",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.100) Cinematics and Photography","Assumed to be unemployed",10%,"Y",20%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.100) Cinematics and Photography","Not available for work or study",5%,"Y",15%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.103) Teacher Training","Working Only",0%,,0%,,0%,,60%,"Y",0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.103) Teacher Training","Studying Only",0%,,0%,,0%,,20%,"Y",0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.103) Teacher Training","Working & Studying",0%,,0%,,0%,,15%,"Y",0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.103) Teacher Training","Assumed to be unemployed",0%,,0%,,0%,,0%,"Y",0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.103) Teacher Training","Not available for work or study",0%,,0%,,0%,,5%,"Y",0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.105) Academic studies in Education","Working Only",60%,"Y",0%,,0%,,75%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.105) Academic studies in Education","Studying Only",10%,"Y",0%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.105) Academic studies in Education","Working & Studying",15%,"Y",0%,,0%,,15%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.105) Academic studies in Education","Assumed to be unemployed",10%,"Y",0%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.105) Academic studies in Education","Not available for work or study",5%,"Y",0%,,0%,,10%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.108) Initial Teacher Training","Working Only",83%,,0%,,0%,,65%,"Y",0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.108) Initial Teacher Training","Studying Only",6%,,0%,,0%,,5%,"Y",0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.108) Initial Teacher Training","Working & Studying",8%,,0%,,0%,,10%,"Y",0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.108) Initial Teacher Training","Assumed to be unemployed",2%,,0%,,0%,,15%,"Y",0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.108) Initial Teacher Training","Not available for work or study",1%,,0%,,0%,,5%,"Y",0%,,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.04) Pharmacology, Toxicology and Pharmacy","Working Only",0%,,61%,,0%,,0%,,0%,,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.04) Pharmacology, Toxicology and Pharmacy","Studying Only",0%,,10%,,0%,,0%,,0%,,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.04) Pharmacology, Toxicology and Pharmacy","Working & Studying",0%,,19%,,0%,,0%,,0%,,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.04) Pharmacology, Toxicology and Pharmacy","Assumed to be unemployed",0%,,6%,,0%,,0%,,0%,,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.04) Pharmacology, Toxicology and Pharmacy","Not available for work or study",0%,,4%,,0%,,0%,,0%,,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.05) Nursing","Working Only",0%,,75%,"Y",85%,,0%,,0%,,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.05) Nursing","Studying Only",0%,,10%,"Y",10%,,0%,,0%,,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.05) Nursing","Working & Studying",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.05) Nursing","Assumed to be unemployed",0%,,5%,"Y",5%,,0%,,0%,,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.05) Nursing","Not available for work or study",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.10) Medical Technology","Working Only",0%,,100%,,30%,"Y",0%,,0%,,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.10) Medical Technology","Studying Only",0%,,0%,,50%,"Y",0%,,0%,,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.10) Medical Technology","Working & Studying",0%,,0%,,10%,"Y",0%,,0%,,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.10) Medical Technology","Assumed to be unemployed",0%,,0%,,5%,"Y",0%,,0%,,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.11) Others in Subjects allied to Medicine","Working Only",0%,,0%,,0%,,0%,,0%,,95%,"Y"
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.11) Others in Subjects allied to Medicine","Working & Studying",0%,,0%,,0%,,0%,,0%,,5%,"Y"
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.12) Biology","Working Only",0%,,60%,,0%,,0%,,0%,,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.12) Biology","Studying Only",0%,,25%,,0%,,0%,,0%,,0%,
