"UKPRN","Institution","Subject","Job Category","Postgraduate","Two years aggregate data (Postgraduate/Full-time)?","First degree","Two years aggregate data (First degree/Full-time)?","Other undergraduate","Two years aggregate data (Other undergraduate/Full-time)?","Postgraduate","Two years aggregate data (Postgraduate/Part-time)?","First degree","Two years aggregate data (First degree/Part-time)?","Other undergraduate","Two years aggregate data (Other undergraduate/Part-time)?"
10007163,"UNIVERSITY OF WARWICK","(L3.81) Italian studies","Graduate job",0%,,75%,"Y",0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.81) Italian studies","Non-graduate job",0%,,25%,"Y",0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.85) Comparative Literary studies","Graduate job",0%,,45%,"Y",0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.85) Comparative Literary studies","Non-graduate job",0%,,55%,"Y",0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.90) History","Graduate job",0%,,46%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.90) History","Non-graduate job",0%,,54%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.93) Philosophy","Graduate job",0%,,55%,"Y",0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.93) Philosophy","Non-graduate job",0%,,45%,"Y",0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.98) Drama","Graduate job",0%,,65%,"Y",0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.98) Drama","Non-graduate job",0%,,35%,"Y",0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.105) Academic studies in Education","Graduate job",95%,"Y",40%,"Y",0%,,100%,,50%,"Y",40%,"Y"
10007163,"UNIVERSITY OF WARWICK","(L3.105) Academic studies in Education","Non-graduate job",5%,"Y",60%,"Y",0%,,0%,,50%,"Y",60%,"Y"
10007163,"UNIVERSITY OF WARWICK","(L3.108) Initial Teacher Training","Graduate job",99%,,0%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.108) Initial Teacher Training","Non-graduate job",1%,,0%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.03) Anatomy, Physiology and Pathology","Graduate job",0%,,78%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.03) Anatomy, Physiology and Pathology","Non-graduate job",0%,,22%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.05) Nursing","Graduate job",0%,,99%,,95%,,100%,,100%,,90%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.05) Nursing","Non-graduate job",0%,,1%,,5%,,0%,,0%,,10%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.10) Medical Technology","Graduate job",0%,,100%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.11) Others in Subjects allied to Medicine","Graduate job",85%,"Y",89%,,0%,,100%,,90%,,90%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.11) Others in Subjects allied to Medicine","Non-graduate job",15%,"Y",11%,,0%,,0%,,10%,,10%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.12) Biology","Graduate job",0%,,50%,"Y",0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.12) Biology","Non-graduate job",0%,,50%,"Y",0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.18) Sports Science","Graduate job",0%,,55%,"Y",0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.18) Sports Science","Non-graduate job",0%,,45%,"Y",0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.19) Psychology","Graduate job",0%,,34%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.19) Psychology","Non-graduate job",0%,,66%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.27) Forensic and Archaeological Science","Graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.27) Forensic and Archaeological Science","Non-graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.31) Physical Geography and Environmental Science","Graduate job",0%,,45%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.31) Physical Geography and Environmental Science","Non-graduate job",0%,,55%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.32) Mathematics and Statistics","Graduate job",0%,,45%,"Y",0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.32) Mathematics and Statistics","Non-graduate job",0%,,55%,"Y",0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.35) Computer Science","Graduate job",0%,,68%,,0%,,90%,"Y",65%,"Y",0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.35) Computer Science","Non-graduate job",0%,,32%,,0%,,10%,"Y",35%,"Y",0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.37) Mechanical, Production and Manufacturing Engineering","Graduate job",0%,,85%,"Y",0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.37) Mechanical, Production and Manufacturing Engineering","Non-graduate job",0%,,15%,"Y",0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.40) Electronic and Electrical Engineering","Graduate job",0%,,80%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.40) Electronic and Electrical Engineering","Non-graduate job",0%,,20%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.41) Civil Engineering","Graduate job",0%,,0%,,100%,"Y",0%,,100%,"Y",0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.46) Others in Technology","Graduate job",0%,,45%,"Y",0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.46) Others in Technology","Non-graduate job",0%,,55%,"Y",0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.47) Architecture","Graduate job",0%,,80%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.47) Architecture","Non-graduate job",0%,,20%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.48) Building","Graduate job",0%,,90%,,0%,,0%,,93%,,95%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.48) Building","Non-graduate job",0%,,10%,,0%,,0%,,7%,,5%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.50) Planning (Urban, Rural and Regional)","Graduate job",95%,,70%,,0%,,96%,,85%,"Y",0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.50) Planning (Urban, Rural and Regional)","Non-graduate job",5%,,30%,,0%,,4%,,15%,"Y",0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.52) Economics","Graduate job",0%,,60%,"Y",0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.52) Economics","Non-graduate job",0%,,40%,"Y",0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.53) Politics","Graduate job",0%,,40%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.53) Politics","Non-graduate job",0%,,60%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.54) Sociology","Graduate job",0%,,37%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.54) Sociology","Non-graduate job",0%,,63%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.58) Social Work","Graduate job",0%,,95%,,0%,,0%,,95%,"Y",0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.58) Social Work","Non-graduate job",0%,,5%,,0%,,0%,,5%,"Y",0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.59) Human and Social Geography","Graduate job",0%,,35%,"Y",0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.59) Human and Social Geography","Non-graduate job",0%,,65%,"Y",0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.60) Law","Graduate job",83%,,45%,,0%,,91%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.60) Law","Non-graduate job",17%,,55%,,0%,,9%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.61) Business studies","Graduate job",0%,,54%,,0%,,0%,,60%,"Y",0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.61) Business studies","Non-graduate job",0%,,46%,,0%,,0%,,40%,"Y",0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.62) Marketing","Graduate job",0%,,77%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.62) Marketing","Non-graduate job",0%,,23%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.63) Management studies","Graduate job",0%,,0%,,0%,,94%,"Y",0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.63) Management studies","Non-graduate job",0%,,0%,,0%,,4%,"Y",0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.63) Management studies","Unknown",0%,,0%,,0%,,2%,"Y",0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.64) Human Resource Management","Graduate job",0%,,0%,,0%,,100%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.65) Finance","Graduate job",0%,,60%,"Y",0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.65) Finance","Non-graduate job",0%,,40%,"Y",0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.66) Accounting","Graduate job",0%,,55%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.66) Accounting","Non-graduate job",0%,,45%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.69) Media studies","Graduate job",0%,,41%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.69) Media studies","Non-graduate job",0%,,59%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.75) English studies","Graduate job",0%,,31%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.75) English studies","Non-graduate job",0%,,69%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.84) Linguistics","Graduate job",0%,,35%,"Y",0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.84) Linguistics","Non-graduate job",0%,,65%,"Y",0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.90) History","Graduate job",0%,,30%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.90) History","Non-graduate job",0%,,70%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.95) Fine Art","Graduate job",0%,,51%,,0%,,75%,"Y",0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.95) Fine Art","Non-graduate job",0%,,49%,,0%,,20%,"Y",0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.95) Fine Art","Unknown",0%,,0%,,0%,,5%,"Y",0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.96) Design studies","Graduate job",0%,,53%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.96) Design studies","Non-graduate job",0%,,47%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.98) Drama","Graduate job",0%,,30%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.98) Drama","Non-graduate job",0%,,70%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.100) Cinematics and Photography","Graduate job",0%,,55%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.100) Cinematics and Photography","Non-graduate job",0%,,45%,,0%,,0%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.105) Academic studies in Education","Graduate job",95%,"Y",20%,,0%,,90%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.105) Academic studies in Education","Non-graduate job",5%,"Y",80%,,0%,,10%,,0%,,0%,
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.108) Initial Teacher Training","Graduate job",97%,,88%,,100%,,0%,,0%,,98%,"Y"
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","(L3.108) Initial Teacher Training","Non-graduate job",3%,,12%,,0%,,0%,,0%,,2%,"Y"
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.06) Complementary Medicine","Graduate job",0%,,85%,,0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.06) Complementary Medicine","Non-graduate job",0%,,15%,,0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.07) Nutrition","Graduate job",0%,,80%,"Y",0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.07) Nutrition","Non-graduate job",0%,,20%,"Y",0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.11) Others in Subjects allied to Medicine","Graduate job",0%,,0%,,0%,,100%,"Y",0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.12) Biology","Graduate job",0%,,49%,"Y",0%,,0%,,95%,"Y",0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.12) Biology","Non-graduate job",0%,,51%,"Y",0%,,0%,,5%,"Y",0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.19) Psychology","Graduate job",0%,,59%,,0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.19) Psychology","Non-graduate job",0%,,41%,,0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.35) Computer Science","Graduate job",0%,,50%,,0%,,84%,"Y",55%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.35) Computer Science","Non-graduate job",0%,,50%,,0%,,16%,"Y",40%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.35) Computer Science","Unknown",0%,,0%,,0%,,0%,,5%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.47) Architecture","Graduate job",0%,,80%,,100%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.47) Architecture","Non-graduate job",0%,,20%,,0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.48) Building","Graduate job",0%,,85%,"Y",0%,,90%,"Y",98%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.48) Building","Non-graduate job",0%,,15%,"Y",0%,,10%,"Y",2%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.50) Planning (Urban, Rural and Regional)","Graduate job",0%,,0%,,0%,,100%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.50) Planning (Urban, Rural and Regional)","Non-graduate job",0%,,0%,,0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.53) Politics","Graduate job",0%,,60%,"Y",0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.53) Politics","Non-graduate job",0%,,40%,"Y",0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.54) Sociology","Graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.54) Sociology","Non-graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.57) Others in Social studies","Graduate job",0%,,30%,"Y",0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.57) Others in Social studies","Non-graduate job",0%,,65%,"Y",0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.57) Others in Social studies","Unknown",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.60) Law","Graduate job",0%,,66%,,0%,,0%,,60%,"Y",85%,"Y"
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.60) Law","Non-graduate job",0%,,34%,,0%,,0%,,40%,"Y",15%,"Y"
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.61) Business studies","Graduate job",90%,"Y",55%,,0%,,98%,,64%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.61) Business studies","Non-graduate job",10%,"Y",45%,,0%,,2%,,36%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.62) Marketing","Graduate job",0%,,0%,,0%,,90%,"Y",0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.62) Marketing","Non-graduate job",0%,,0%,,0%,,10%,"Y",0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.63) Management studies","Graduate job",0%,,85%,"Y",0%,,80%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.63) Management studies","Non-graduate job",0%,,15%,"Y",0%,,20%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.63) Management studies","Unknown",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.67) Tourism, Transport and Travel","Graduate job",0%,,30%,"Y",0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.67) Tourism, Transport and Travel","Non-graduate job",0%,,70%,"Y",0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.68) Others in Business and Administrative studies","Graduate job",0%,,0%,,0%,,85%,"Y",0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.68) Others in Business and Administrative studies","Non-graduate job",0%,,0%,,0%,,15%,"Y",0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.69) Media studies","Graduate job",85%,"Y",59%,,0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.69) Media studies","Non-graduate job",15%,"Y",41%,,0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.73) Journalism","Graduate job",95%,"Y",0%,,0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.73) Journalism","Non-graduate job",5%,"Y",0%,,0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.75) English studies","Graduate job",0%,,55%,,0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.75) English studies","Non-graduate job",0%,,45%,,0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.86) Others in Linguistics, Classics and related subjects","Graduate job",89%,,0%,,0%,,65%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.86) Others in Linguistics, Classics and related subjects","Non-graduate job",11%,,0%,,0%,,35%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.96) Design studies","Graduate job",0%,,60%,,0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.96) Design studies","Non-graduate job",0%,,40%,,0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.97) Music","Graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.97) Music","Non-graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.100) Cinematics and Photography","Graduate job",0%,,40%,,0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.100) Cinematics and Photography","Non-graduate job",0%,,55%,,0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.100) Cinematics and Photography","Unknown",0%,,5%,,0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.102) Others in Creative Arts and Design","Graduate job",0%,,40%,"Y",0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.102) Others in Creative Arts and Design","Non-graduate job",0%,,60%,"Y",0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.107) Combined","Graduate job",0%,,60%,"Y",0%,,0%,,0%,,0%,
10007165,"THE UNIVERSITY OF WESTMINSTER","(L3.107) Combined","Non-graduate job",0%,,40%,"Y",0%,,0%,,0%,,0%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.05) Nursing","Graduate job",0%,,100%,,98%,,100%,"Y",100%,,0%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.05) Nursing","Non-graduate job",0%,,0%,,2%,,0%,,0%,,0%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.11) Others in Subjects allied to Medicine","Graduate job",0%,,55%,,0%,,100%,"Y",75%,"Y",0%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.11) Others in Subjects allied to Medicine","Non-graduate job",0%,,45%,,0%,,0%,,25%,"Y",0%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.16) Molecular Biology, Biophysics and Biochemistry","Graduate job",0%,,60%,"Y",0%,,100%,"Y",95%,,0%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.16) Molecular Biology, Biophysics and Biochemistry","Non-graduate job",0%,,40%,"Y",0%,,0%,,5%,,0%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.18) Sports Science","Graduate job",0%,,49%,,0%,,0%,,55%,"Y",0%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.18) Sports Science","Non-graduate job",0%,,51%,,0%,,0%,,45%,"Y",0%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.27) Forensic and Archaeological Science","Graduate job",0%,,60%,"Y",0%,,0%,,0%,,0%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.27) Forensic and Archaeological Science","Non-graduate job",0%,,40%,"Y",0%,,0%,,0%,,0%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.28) Geology","Graduate job",0%,,30%,"Y",0%,,0%,,0%,,0%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.28) Geology","Non-graduate job",0%,,70%,"Y",0%,,0%,,0%,,0%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.35) Computer Science","Graduate job",0%,,50%,,0%,,90%,"Y",45%,,0%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.35) Computer Science","Non-graduate job",0%,,50%,,0%,,10%,"Y",55%,,0%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.36) General Engineering","Graduate job",0%,,0%,,0%,,0%,,75%,"Y",0%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.36) General Engineering","Non-graduate job",0%,,0%,,0%,,0%,,25%,"Y",0%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.41) Civil Engineering","Graduate job",0%,,0%,,0%,,0%,,0%,,85%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.41) Civil Engineering","Non-graduate job",0%,,0%,,0%,,0%,,0%,,15%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.48) Building","Graduate job",0%,,70%,,0%,,85%,,90%,,82%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.48) Building","Non-graduate job",0%,,30%,,0%,,15%,,10%,,18%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.54) Sociology","Graduate job",0%,,40%,"Y",0%,,0%,,0%,,0%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.54) Sociology","Non-graduate job",0%,,60%,"Y",0%,,0%,,0%,,0%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.57) Others in Social studies","Graduate job",0%,,35%,,0%,,0%,,0%,,0%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.57) Others in Social studies","Non-graduate job",0%,,65%,,0%,,0%,,0%,,0%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.58) Social Work","Graduate job",0%,,85%,,0%,,0%,,80%,"Y",0%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.58) Social Work","Non-graduate job",0%,,15%,,0%,,0%,,20%,"Y",0%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.60) Law","Graduate job",65%,"Y",39%,,0%,,95%,"Y",50%,,0%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.60) Law","Non-graduate job",35%,"Y",61%,,0%,,5%,"Y",50%,,0%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.61) Business studies","Graduate job",0%,,40%,"Y",0%,,100%,,60%,,0%,
10007166,"UNIVERSITY OF WOLVERHAMPTON","(L3.61) Business studies","Non-graduate job",0%,,60%,"Y",0%,,0%,,40%,,0%,
